locus_tag	ftype	length_bp	gene	EC_number	COG	product
DINFKPHP_00071	CDS	1107	ccp_1	1.11.1.5	COG1858	Cytochrome c551 peroxidase
DINFKPHP_00072	CDS	1224				hypothetical protein
DINFKPHP_00073	CDS	759				hypothetical protein
DINFKPHP_00074	CDS	1746	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
DINFKPHP_00075	CDS	1005	glmU_1			Bifunctional protein GlmU
DINFKPHP_00076	CDS	435	dut	3.6.1.23		Deoxyuridine 5'-triphosphate nucleotidohydrolase
DINFKPHP_00077	CDS	192				hypothetical protein
DINFKPHP_00078	CDS	264				hypothetical protein
DINFKPHP_00079	CDS	255				hypothetical protein
DINFKPHP_00080	CDS	2946				hypothetical protein
DINFKPHP_00081	CDS	1569	murJ_1		COG0728	putative lipid II flippase MurJ
DINFKPHP_00082	CDS	2586				hypothetical protein
DINFKPHP_00083	CDS	1431	icaA_1	2.4.1.-	COG1215	Poly-beta-1,6-N-acetyl-D-glucosamine synthase
DINFKPHP_00084	CDS	1656				hypothetical protein
DINFKPHP_00085	CDS	1269				hypothetical protein
DINFKPHP_00086	CDS	363	srrA_1		COG0745	Transcriptional regulatory protein SrrA
DINFKPHP_00087	CDS	1149				hypothetical protein
DINFKPHP_00088	CDS	1248	macB_1	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
DINFKPHP_00089	CDS	519				hypothetical protein
DINFKPHP_00090	CDS	768	mggB	3.1.3.-	COG0737	Mannosylglucosyl-3-phosphoglycerate phosphatase
DINFKPHP_00091	CDS	918	yfkN_1		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
DINFKPHP_00092	CDS	1491	dnaA		COG0593	Chromosomal replication initiator protein DnaA
DINFKPHP_00093	CDS	540				hypothetical protein
DINFKPHP_00094	CDS	1158	czcB_1			Cobalt-zinc-cadmium resistance protein CzcB
DINFKPHP_00095	CDS	1206				hypothetical protein
DINFKPHP_00096	CDS	2661	czcA_1			Cobalt-zinc-cadmium resistance protein CzcA
DINFKPHP_00097	CDS	1455	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
DINFKPHP_00098	CDS	1098				hypothetical protein
DINFKPHP_00099	CDS	1857	gyrB	5.99.1.3	COG0187	DNA gyrase subunit B
DINFKPHP_00100	CDS	2835	gyrA_1	5.99.1.3	COG0188	DNA gyrase subunit A
DINFKPHP_00101	CDS	438				hypothetical protein
DINFKPHP_00102	CDS	540				hypothetical protein
DINFKPHP_00103	CDS	1083		3.6.-.-	COG1703	putative GTPase
DINFKPHP_00104	CDS	807	bepA_2	3.4.-.-	COG4783	Beta-barrel assembly-enhancing protease
DINFKPHP_00105	CDS	498				hypothetical protein
DINFKPHP_00106	CDS	216				hypothetical protein
DINFKPHP_00107	CDS	819	panB_1	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
DINFKPHP_00108	CDS	1251				hypothetical protein
DINFKPHP_00109	CDS	1011				hypothetical protein
DINFKPHP_00110	CDS	1914	dnaK		COG0443	Chaperone protein DnaK
DINFKPHP_00111	CDS	672				hypothetical protein
DINFKPHP_00112	CDS	912				hypothetical protein
DINFKPHP_00113	CDS	1113				hypothetical protein
DINFKPHP_00114	CDS	1260	ftsA		COG0849	Cell division protein FtsA
DINFKPHP_00115	CDS	780				hypothetical protein
DINFKPHP_00116	CDS	1383	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
DINFKPHP_00117	CDS	309	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
DINFKPHP_00118	CDS	1272	xerD_1			Tyrosine recombinase XerD
DINFKPHP_00119	CDS	309				hypothetical protein
DINFKPHP_00120	CDS	1137				hypothetical protein
DINFKPHP_00121	CDS	3771	prtV_1	3.4.24.-	COG3291	Pre-pro-metalloprotease PrtV
DINFKPHP_00122	CDS	180				hypothetical protein
DINFKPHP_00123	CDS	1287				hypothetical protein
DINFKPHP_00124	CDS	249				hypothetical protein
DINFKPHP_00125	CDS	1479				hypothetical protein
DINFKPHP_00126	CDS	582				hypothetical protein
DINFKPHP_00127	CDS	2550				hypothetical protein
DINFKPHP_00128	CDS	276				hypothetical protein
DINFKPHP_00129	CDS	708				hypothetical protein
DINFKPHP_00130	tRNA	76				tRNA-Val(gac)
DINFKPHP_00131	CDS	1272	xerC_1			Tyrosine recombinase XerC
DINFKPHP_00132	CDS	261				hypothetical protein
DINFKPHP_00133	CDS	2529		3.4.21.50		Protease 1
DINFKPHP_00134	CDS	231				hypothetical protein
DINFKPHP_00135	CDS	609				hypothetical protein
DINFKPHP_00136	CDS	921				hypothetical protein
DINFKPHP_00137	CDS	204				hypothetical protein
DINFKPHP_00138	CDS	300				hypothetical protein
DINFKPHP_00139	CDS	177				hypothetical protein
DINFKPHP_00140	CDS	306				hypothetical protein
DINFKPHP_00141	CDS	240				hypothetical protein
DINFKPHP_00142	CDS	159				hypothetical protein
DINFKPHP_00143	CDS	279				hypothetical protein
DINFKPHP_00144	CDS	300				hypothetical protein
DINFKPHP_00145	CDS	1167				hypothetical protein
DINFKPHP_00146	CDS	549	sigR_1		COG1595	ECF RNA polymerase sigma factor SigR
DINFKPHP_00147	CDS	324	barA	2.7.13.3	COG0784	Signal transduction histidine-protein kinase BarA
DINFKPHP_00148	CDS	900				hypothetical protein
DINFKPHP_00149	CDS	645	nudL_1	3.6.1.-		putative Nudix hydrolase NudL
DINFKPHP_00150	CDS	750				hypothetical protein
DINFKPHP_00151	CDS	819				hypothetical protein
DINFKPHP_00152	CDS	2700				hypothetical protein
DINFKPHP_00153	CDS	762	pyrK		COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
DINFKPHP_00154	CDS	912	pyrD_1	1.3.1.14	COG0167	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit
DINFKPHP_00155	CDS	612				hypothetical protein
DINFKPHP_00156	CDS	648				hypothetical protein
DINFKPHP_00157	CDS	804				hypothetical protein
DINFKPHP_00158	CDS	1917	resE_2	2.7.13.3		Sensor histidine kinase ResE
DINFKPHP_00159	CDS	618				hypothetical protein
DINFKPHP_00160	CDS	657				hypothetical protein
DINFKPHP_00161	CDS	1929	pleC_1	2.7.13.3		Non-motile and phage-resistance protein
DINFKPHP_00162	CDS	453				hypothetical protein
DINFKPHP_00163	CDS	1140				hypothetical protein
DINFKPHP_00164	CDS	1020				hypothetical protein
DINFKPHP_00165	CDS	414				hypothetical protein
DINFKPHP_00166	CDS	636				hypothetical protein
DINFKPHP_00167	CDS	1191	patA_1	2.6.1.82	COG4992	Putrescine aminotransferase
DINFKPHP_00168	CDS	1083		3.5.3.24	COG0010	N(1)-aminopropylagmatine ureohydrolase
DINFKPHP_00169	CDS	2307				hypothetical protein
DINFKPHP_00170	CDS	342				hypothetical protein
DINFKPHP_00171	CDS	444				hypothetical protein
DINFKPHP_00172	CDS	606	panB_2	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
DINFKPHP_00173	CDS	387				hypothetical protein
DINFKPHP_00174	CDS	312				hypothetical protein
DINFKPHP_00175	CDS	135				hypothetical protein
DINFKPHP_00176	CDS	681	yggS		COG0325	Pyridoxal phosphate homeostasis protein
DINFKPHP_00177	CDS	354				hypothetical protein
DINFKPHP_00178	CDS	648				hypothetical protein
DINFKPHP_00179	CDS	1521	rho	3.6.4.-	COG1158	Transcription termination factor Rho
DINFKPHP_00180	CDS	630	thiE	2.5.1.3		Thiamine-phosphate synthase
DINFKPHP_00181	CDS	2433	btuB_1			Vitamin B12 transporter BtuB
DINFKPHP_00182	CDS	204				hypothetical protein
DINFKPHP_00183	CDS	939				hypothetical protein
DINFKPHP_00184	CDS	1170				hypothetical protein
DINFKPHP_00185	CDS	414				hypothetical protein
DINFKPHP_00186	CDS	513	nadR		COG1056	Trifunctional NAD biosynthesis/regulator protein NadR
DINFKPHP_00187	CDS	609	pnuC		COG3201	Nicotinamide riboside transporter PnuC
DINFKPHP_00188	CDS	252				hypothetical protein
DINFKPHP_00189	CDS	963	rbn_1	3.1.26.11		Ribonuclease BN
DINFKPHP_00190	CDS	648	rnc	3.1.26.3	COG0571	Ribonuclease 3
DINFKPHP_00191	CDS	1254	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
DINFKPHP_00192	CDS	237	acpP_1		COG0236	Acyl carrier protein
DINFKPHP_00193	CDS	414				hypothetical protein
DINFKPHP_00194	CDS	480				hypothetical protein
DINFKPHP_00195	CDS	1008	yqeN		COG1466	putative protein YqeN
DINFKPHP_00196	CDS	711	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
DINFKPHP_00197	CDS	1662	aprN	3.4.21.62		Subtilisin NAT
DINFKPHP_00198	CDS	687				hypothetical protein
DINFKPHP_00199	CDS	546				hypothetical protein
DINFKPHP_00200	CDS	390				hypothetical protein
DINFKPHP_00201	CDS	1089	aroC	4.2.3.5	COG0082	Chorismate synthase
DINFKPHP_00202	CDS	1236	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
DINFKPHP_00203	CDS	1053	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
DINFKPHP_00204	CDS	2175		3.4.14.-		Asp/Glu-specific dipeptidyl-peptidase
DINFKPHP_00205	CDS	273	hupA		COG0776	DNA-binding protein HU 1
DINFKPHP_00206	CDS	1044	kch		COG1226	Voltage-gated potassium channel Kch
DINFKPHP_00207	CDS	474				hypothetical protein
DINFKPHP_00208	CDS	1689		2.1.2.5	COG3643	Glutamate formimidoyltransferase
DINFKPHP_00209	CDS	1266	hutI	3.5.2.7	COG1228	Imidazolonepropionase
DINFKPHP_00210	CDS	738	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
DINFKPHP_00211	CDS	600	neuA_1	2.7.7.43	COG1083	N-acylneuraminate cytidylyltransferase
DINFKPHP_00212	CDS	102				hypothetical protein
DINFKPHP_00213	CDS	876				hypothetical protein
DINFKPHP_00214	CDS	516				hypothetical protein
DINFKPHP_00215	CDS	456				hypothetical protein
DINFKPHP_00216	CDS	1209	fdhF	1.17.1.9	COG0243	Formate dehydrogenase H
DINFKPHP_00217	CDS	1536				hypothetical protein
DINFKPHP_00218	CDS	897				hypothetical protein
DINFKPHP_00219	CDS	1191				hypothetical protein
DINFKPHP_00220	CDS	438				hypothetical protein
DINFKPHP_00221	CDS	327				hypothetical protein
DINFKPHP_00222	CDS	441				hypothetical protein
DINFKPHP_00223	CDS	1023	yhjB			Putative HTH-type transcriptional regulator YhjB
DINFKPHP_00224	CDS	528				hypothetical protein
DINFKPHP_00225	CDS	735				hypothetical protein
DINFKPHP_00226	CDS	558				hypothetical protein
DINFKPHP_00227	CDS	882				hypothetical protein
DINFKPHP_00228	CDS	2130	yhgF		COG2183	Protein YhgF
DINFKPHP_00229	CDS	480				hypothetical protein
DINFKPHP_00230	CDS	315				hypothetical protein
DINFKPHP_00231	CDS	219				hypothetical protein
DINFKPHP_00232	CDS	471				hypothetical protein
DINFKPHP_00233	CDS	549	acpP_2			Acyl carrier protein
DINFKPHP_00234	CDS	693				hypothetical protein
DINFKPHP_00235	CDS	1458	sglT_1			Sodium/glucose cotransporter
DINFKPHP_00236	CDS	297				hypothetical protein
DINFKPHP_00237	CDS	4968		3.4.21.50		Protease 1
DINFKPHP_00238	CDS	1080	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
DINFKPHP_00239	CDS	510				hypothetical protein
DINFKPHP_00240	CDS	1188	kynU	3.7.1.3		Kynureninase
DINFKPHP_00241	CDS	960	kynA	1.13.11.11	COG3483	Tryptophan 2,3-dioxygenase
DINFKPHP_00242	CDS	294	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
DINFKPHP_00243	CDS	558	mntP_1		COG1971	putative manganese efflux pump MntP
DINFKPHP_00244	CDS	432	perR_1		COG0735	Peroxide-responsive repressor PerR
DINFKPHP_00245	CDS	888				hypothetical protein
DINFKPHP_00246	CDS	822	efeU		COG0672	Ferrous iron permease EfeU
DINFKPHP_00247	CDS	1386	sucA	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
DINFKPHP_00248	CDS	1227	sucB	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
DINFKPHP_00249	CDS	549				hypothetical protein
DINFKPHP_00250	CDS	1275	trxB_1	1.8.1.9		Thioredoxin reductase
DINFKPHP_00251	CDS	1308	chuR	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
DINFKPHP_00252	CDS	636	arsM_1	2.1.1.137		Arsenite methyltransferase
DINFKPHP_00253	CDS	426	trxA_1		COG0526	Thioredoxin
DINFKPHP_00254	CDS	345				hypothetical protein
DINFKPHP_00255	CDS	666	crp			CRP-like cAMP-activated global transcriptional regulator
DINFKPHP_00256	CDS	180				hypothetical protein
DINFKPHP_00257	CDS	516				hypothetical protein
DINFKPHP_00258	CDS	774				hypothetical protein
DINFKPHP_00259	CDS	819				hypothetical protein
DINFKPHP_00260	CDS	4302	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
DINFKPHP_00261	CDS	3813	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
DINFKPHP_00262	CDS	381	rplL			50S ribosomal protein L7/L12
DINFKPHP_00263	CDS	519	rplJ		COG0244	50S ribosomal protein L10
DINFKPHP_00264	CDS	696	rplA			50S ribosomal protein L1
DINFKPHP_00265	CDS	444	rplK		COG0080	50S ribosomal protein L11
DINFKPHP_00266	CDS	537	nusG_1		COG0250	Transcription termination/antitermination protein NusG
DINFKPHP_00267	CDS	198	secE			Protein translocase subunit SecE
DINFKPHP_00268	tRNA	74				tRNA-Trp(cca)
DINFKPHP_00269	CDS	1188	tufA		COG0050	Elongation factor Tu
DINFKPHP_00270	tRNA	74				tRNA-Thr(ggt)
DINFKPHP_00271	tRNA	74				tRNA-Gly(tcc)
DINFKPHP_00272	CDS	3054				hypothetical protein
DINFKPHP_00273	CDS	519	isiB_1		COG0716	Flavodoxin
DINFKPHP_00274	CDS	90				hypothetical protein
DINFKPHP_00275	CDS	1368	icd	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
DINFKPHP_00276	CDS	1860	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit tau
DINFKPHP_00277	CDS	387	rpsF		COG0360	30S ribosomal protein S6
DINFKPHP_00278	CDS	273	rpsR		COG0238	30S ribosomal protein S18
DINFKPHP_00279	CDS	453	rplI		COG0359	50S ribosomal protein L9
DINFKPHP_00280	CDS	3090				hypothetical protein
DINFKPHP_00281	CDS	777		2.1.1.-		putative S-adenosylmethionine-dependent methyltransferase/MSMEI_2290
DINFKPHP_00282	CDS	744	ywqE	3.1.3.48	COG4464	Tyrosine-protein phosphatase YwqE
DINFKPHP_00283	CDS	1344				hypothetical protein
DINFKPHP_00284	CDS	417				hypothetical protein
DINFKPHP_00285	CDS	525				hypothetical protein
DINFKPHP_00286	CDS	546				hypothetical protein
DINFKPHP_00287	CDS	354				hypothetical protein
DINFKPHP_00288	CDS	1281	tyrS_1	6.1.1.1		Tyrosine--tRNA ligase
DINFKPHP_00289	CDS	669				hypothetical protein
DINFKPHP_00290	CDS	1305				hypothetical protein
DINFKPHP_00291	CDS	180				hypothetical protein
DINFKPHP_00292	CDS	1245	kbl_1	2.3.1.29	COG0156	2-amino-3-ketobutyrate coenzyme A ligase
DINFKPHP_00293	CDS	441				hypothetical protein
DINFKPHP_00294	CDS	621	novN	2.1.3.12		Decarbamoylnovobiocin carbamoyltransferase
DINFKPHP_00295	CDS	255	rpsT		COG0268	30S ribosomal protein S20
DINFKPHP_00296	CDS	501	resA_1		COG0526	Thiol-disulfide oxidoreductase ResA
DINFKPHP_00297	CDS	4347	nprT	3.4.24.-		Thermostable neutral protease NprT
DINFKPHP_00298	CDS	417				hypothetical protein
DINFKPHP_00299	CDS	873	nucA	3.1.30.-		Nuclease
DINFKPHP_00300	CDS	1041				hypothetical protein
DINFKPHP_00301	CDS	3795				hypothetical protein
DINFKPHP_00302	CDS	2034				hypothetical protein
DINFKPHP_00303	CDS	1437	degS_1	3.4.21.107	COG0265	Serine endoprotease DegS
DINFKPHP_00304	CDS	438				hypothetical protein
DINFKPHP_00305	CDS	1620				hypothetical protein
DINFKPHP_00306	CDS	2982	oprF_1			Outer membrane porin F
DINFKPHP_00307	CDS	1278	ompA		COG2885	Outer membrane protein A
DINFKPHP_00308	CDS	1272				hypothetical protein
DINFKPHP_00309	CDS	456				hypothetical protein
DINFKPHP_00310	CDS	2871	rpfC_1	2.7.13.3	COG0642	Sensory/regulatory protein RpfC
DINFKPHP_00311	CDS	885	era			GTPase Era
DINFKPHP_00312	CDS	681				hypothetical protein
DINFKPHP_00313	CDS	1941	frdA	1.3.5.4		Fumarate reductase flavoprotein subunit
DINFKPHP_00314	CDS	369				hypothetical protein
DINFKPHP_00315	CDS	750	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
DINFKPHP_00316	CDS	747	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
DINFKPHP_00317	CDS	168				hypothetical protein
DINFKPHP_00318	CDS	216				hypothetical protein
DINFKPHP_00319	CDS	372				hypothetical protein
DINFKPHP_00320	CDS	108				hypothetical protein
DINFKPHP_00321	CDS	960				hypothetical protein
DINFKPHP_00322	CDS	1413	bamB_1			Outer membrane protein assembly factor BamB
DINFKPHP_00323	CDS	1242	bamB_2			Outer membrane protein assembly factor BamB
DINFKPHP_00324	CDS	1218	exaA	1.1.2.8	COG4993	Quinoprotein alcohol dehydrogenase (cytochrome c)
DINFKPHP_00325	CDS	609	menG_1	2.1.1.163		Demethylmenaquinone methyltransferase
DINFKPHP_00326	CDS	1671				hypothetical protein
DINFKPHP_00327	CDS	474	sbmC		COG3449	DNA gyrase inhibitor
DINFKPHP_00328	CDS	192				hypothetical protein
DINFKPHP_00329	CDS	726				hypothetical protein
DINFKPHP_00330	CDS	867				hypothetical protein
DINFKPHP_00331	CDS	651				hypothetical protein
DINFKPHP_00332	CDS	2145	feoB_1		COG0370	Fe(2+) transporter FeoB
DINFKPHP_00333	CDS	258				hypothetical protein
DINFKPHP_00334	CDS	1878	scpA	5.4.99.2	COG1884	Methylmalonyl-CoA mutase
DINFKPHP_00335	CDS	2253	mutB	5.4.99.2	COG1884	Methylmalonyl-CoA mutase large subunit
DINFKPHP_00336	CDS	579				hypothetical protein
DINFKPHP_00337	CDS	876				hypothetical protein
DINFKPHP_00338	CDS	342		3.1.3.-		Putative phosphatase
DINFKPHP_00339	CDS	306				hypothetical protein
DINFKPHP_00340	CDS	480	bsaA_1			Glutathione peroxidase BsaA
DINFKPHP_00341	CDS	579	ubiE_1	2.1.1.163		Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
DINFKPHP_00342	CDS	846	bla_1	3.5.2.6		Beta-lactamase OXA-10
DINFKPHP_00343	CDS	1122	tuaC	2.4.-.-	COG0438	Putative teichuronic acid biosynthesis glycosyltransferase TuaC
DINFKPHP_00344	CDS	348				hypothetical protein
DINFKPHP_00345	CDS	597				hypothetical protein
DINFKPHP_00346	CDS	1110				hypothetical protein
DINFKPHP_00347	CDS	1479	pal		COG2885	Outer membrane protein P6
DINFKPHP_00348	CDS	108				hypothetical protein
DINFKPHP_00349	CDS	2115		3.4.21.26		Prolyl endopeptidase
DINFKPHP_00350	CDS	1272				hypothetical protein
DINFKPHP_00351	CDS	426				hypothetical protein
DINFKPHP_00352	CDS	495				hypothetical protein
DINFKPHP_00353	CDS	12861		3.4.21.50		Protease 1
DINFKPHP_00354	CDS	384				hypothetical protein
DINFKPHP_00355	CDS	537				hypothetical protein
DINFKPHP_00356	CDS	174				putative epimerase/dehydratase
DINFKPHP_00357	CDS	1044				hypothetical protein
DINFKPHP_00358	CDS	3558				hypothetical protein
DINFKPHP_00359	CDS	756				hypothetical protein
DINFKPHP_00360	CDS	630			COG1556	putative protein
DINFKPHP_00361	CDS	759	lpxH	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
DINFKPHP_00362	CDS	1086	prfA		COG0216	Peptide chain release factor 1
DINFKPHP_00363	CDS	561				hypothetical protein
DINFKPHP_00364	CDS	1449	algC	5.4.2.2		Phosphomannomutase/phosphoglucomutase
DINFKPHP_00365	tRNA	83				tRNA-Leu(tag)
DINFKPHP_00366	CDS	1380	tig	5.2.1.8	COG0544	Trigger factor
DINFKPHP_00367	CDS	681	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
DINFKPHP_00368	CDS	1215	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
DINFKPHP_00369	CDS	831	murI	5.1.1.3	COG0796	Glutamate racemase
DINFKPHP_00370	CDS	516				hypothetical protein
DINFKPHP_00371	CDS	534				hypothetical protein
DINFKPHP_00372	CDS	2481	bamA_1		COG4775	Outer membrane protein assembly factor BamA
DINFKPHP_00373	CDS	756	uppS_1	2.5.1.-		Isoprenyl transferase
DINFKPHP_00374	CDS	762				hypothetical protein
DINFKPHP_00375	CDS	831				hypothetical protein
DINFKPHP_00376	CDS	849				hypothetical protein
DINFKPHP_00377	CDS	894				hypothetical protein
DINFKPHP_00378	CDS	885	NADK	2.7.1.23	COG0061	NAD kinase
DINFKPHP_00379	CDS	852				hypothetical protein
DINFKPHP_00380	CDS	951				hypothetical protein
DINFKPHP_00381	CDS	531				hypothetical protein
DINFKPHP_00382	CDS	450	yqeY		COG1610	putative protein YqeY
DINFKPHP_00383	CDS	1338	gdhA	1.4.1.3		NAD(P)-specific glutamate dehydrogenase
DINFKPHP_00384	CDS	1416	yrrB_1			TPR repeat-containing protein YrrB
DINFKPHP_00385	CDS	2931	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
DINFKPHP_00386	CDS	849				hypothetical protein
DINFKPHP_00387	CDS	417				hypothetical protein
DINFKPHP_00388	CDS	720	rplQ_1		COG0203	50S ribosomal protein L17
DINFKPHP_00389	CDS	990	rpoA_1	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
DINFKPHP_00390	CDS	594	rpsD_1			30S ribosomal protein S4
DINFKPHP_00391	CDS	1113				hypothetical protein
DINFKPHP_00392	CDS	1758		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
DINFKPHP_00393	CDS	1182	kinD	2.7.13.3		Sporulation kinase D
DINFKPHP_00394	CDS	2469				hypothetical protein
DINFKPHP_00395	CDS	1287				hypothetical protein
DINFKPHP_00396	CDS	1593				hypothetical protein
DINFKPHP_00397	CDS	660				hypothetical protein
DINFKPHP_00398	CDS	660				hypothetical protein
DINFKPHP_00399	CDS	2103				hypothetical protein
DINFKPHP_00400	CDS	1158				hypothetical protein
DINFKPHP_00401	CDS	558				hypothetical protein
DINFKPHP_00402	CDS	786				hypothetical protein
DINFKPHP_00403	CDS	744				hypothetical protein
DINFKPHP_00404	CDS	306				hypothetical protein
DINFKPHP_00405	CDS	2040				hypothetical protein
