locus_tag	ftype	length_bp	gene	EC_number	COG	product
BLEECCFP_00066	CDS	306	phhB	4.2.1.96	COG2154	Putative pterin-4-alpha-carbinolamine dehydratase
BLEECCFP_00067	CDS	993	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
BLEECCFP_00068	CDS	1314	ampG_1		COG0477	Protein AmpG
BLEECCFP_00069	CDS	747				hypothetical protein
BLEECCFP_00070	CDS	474				hypothetical protein
BLEECCFP_00071	CDS	279				hypothetical protein
BLEECCFP_00072	CDS	1785	kefC		COG0475	Glutathione-regulated potassium-efflux system protein KefC
BLEECCFP_00073	CDS	1140			COG0577	putative ABC transporter permease
BLEECCFP_00074	CDS	711			COG1136	putative ABC transporter ATP-binding protein
BLEECCFP_00075	CDS	915	aaeA		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
BLEECCFP_00076	CDS	1359	srpC			Solvent efflux pump outer membrane protein SrpC
BLEECCFP_00077	CDS	1071	apbC		COG0489	Iron-sulfur cluster carrier protein
BLEECCFP_00078	CDS	1083	hflK		COG0330	Modulator of FtsH protease HflK
BLEECCFP_00079	CDS	879	hflC		COG0330	Modulator of FtsH protease HflC
BLEECCFP_00080	CDS	1467	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
BLEECCFP_00081	CDS	915	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
BLEECCFP_00082	CDS	528	lptE			LPS-assembly lipoprotein LptE
BLEECCFP_00083	CDS	2568	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
BLEECCFP_00084	CDS	513				hypothetical protein
BLEECCFP_00085	CDS	1254				hypothetical protein
BLEECCFP_00086	CDS	1209	yxbC		COG2850	putative protein YxbC
BLEECCFP_00087	CDS	660	walR		COG0745	Transcriptional regulatory protein WalR
BLEECCFP_00088	CDS	471	smpB			SsrA-binding protein
BLEECCFP_00089	CDS	2043	slt	4.2.2.-	COG0741	Soluble lytic murein transglycosylase
BLEECCFP_00090	CDS	213				hypothetical protein
BLEECCFP_00091	CDS	1392	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
BLEECCFP_00092	CDS	462				hypothetical protein
BLEECCFP_00093	CDS	159				hypothetical protein
BLEECCFP_00094	CDS	957	thyX	2.1.1.148	COG1351	Flavin-dependent thymidylate synthase
BLEECCFP_00095	CDS	264				hypothetical protein
BLEECCFP_00096	CDS	906	ampR			HTH-type transcriptional activator AmpR
BLEECCFP_00097	CDS	924	gcvA_1			Glycine cleavage system transcriptional activator
BLEECCFP_00098	CDS	825	gcvA_2			Glycine cleavage system transcriptional activator
BLEECCFP_00099	CDS	402				hypothetical protein
BLEECCFP_00100	CDS	732				hypothetical protein
BLEECCFP_00101	CDS	930				hypothetical protein
BLEECCFP_00102	CDS	900	eamA		COG0697	putative amino-acid metabolite efflux pump
BLEECCFP_00103	CDS	225				hypothetical protein
BLEECCFP_00104	CDS	1179	ycaD_1			putative MFS-type transporter YcaD
BLEECCFP_00105	CDS	804				hypothetical protein
BLEECCFP_00106	CDS	1095	ctaA	1.3.-.-	COG1612	Heme A synthase
BLEECCFP_00107	CDS	1242	pgk/tpi		COG0126	Bifunctional PGK/TIM
BLEECCFP_00108	CDS	3441			COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit 
BLEECCFP_00109	CDS	951				hypothetical protein
BLEECCFP_00110	CDS	1725				hypothetical protein
BLEECCFP_00111	CDS	1035	ldh	1.4.1.9		Leucine dehydrogenase
BLEECCFP_00112	CDS	960	rihA	3.2.-.-	COG1957	Pyrimidine-specific ribonucleoside hydrolase RihA
BLEECCFP_00113	CDS	99				hypothetical protein
BLEECCFP_00114	CDS	621				hypothetical protein
BLEECCFP_00115	CDS	912				hypothetical protein
BLEECCFP_00116	CDS	771	mkl		COG1127	putative ribonucleotide transport ATP-binding protein mkl
BLEECCFP_00117	CDS	1131	mlaE_1		COG0767	putative phospholipid ABC transporter permease protein MlaE
BLEECCFP_00118	CDS	426			COG2764	putative protein
BLEECCFP_00119	CDS	894	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
BLEECCFP_00120	CDS	1197	lpoA			Penicillin-binding protein activator LpoA
BLEECCFP_00121	tRNA	76				tRNA-Lys(ttt)
BLEECCFP_00122	CDS	6024				hypothetical protein
BLEECCFP_00123	CDS	696				hypothetical protein
BLEECCFP_00124	CDS	2679				hypothetical protein
BLEECCFP_00125	CDS	1365				hypothetical protein
BLEECCFP_00126	CDS	735				hypothetical protein
BLEECCFP_00127	CDS	1563				hypothetical protein
BLEECCFP_00128	CDS	408				hypothetical protein
BLEECCFP_00129	CDS	966				hypothetical protein
BLEECCFP_00130	CDS	597				hypothetical protein
BLEECCFP_00131	CDS	468	sipT	3.4.21.89	COG0681	Signal peptidase I T
BLEECCFP_00132	CDS	2451	traC_1			Protein TraC
BLEECCFP_00133	CDS	258				hypothetical protein
BLEECCFP_00134	CDS	1152				hypothetical protein
BLEECCFP_00135	CDS	699				hypothetical protein
BLEECCFP_00136	CDS	555				hypothetical protein
BLEECCFP_00137	CDS	291				hypothetical protein
BLEECCFP_00138	CDS	528				hypothetical protein
BLEECCFP_00139	CDS	1200				hypothetical protein
BLEECCFP_00140	CDS	192				hypothetical protein
BLEECCFP_00141	CDS	159				hypothetical protein
BLEECCFP_00142	CDS	1164	intS_1		COG0582	Prophage integrase IntS
BLEECCFP_00143	CDS	1155	mmgC	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
BLEECCFP_00144	CDS	867				hypothetical protein
BLEECCFP_00145	CDS	1266	proP_1			Proline/betaine transporter
BLEECCFP_00146	CDS	726				hypothetical protein
BLEECCFP_00147	CDS	168	rpmG		COG0267	50S ribosomal protein L33
BLEECCFP_00148	CDS	324				hypothetical protein
BLEECCFP_00149	CDS	441	rrrD	3.2.1.17	COG3772	Lysozyme RrrD
BLEECCFP_00150	CDS	465				hypothetical protein
BLEECCFP_00151	CDS	219				hypothetical protein
BLEECCFP_00152	CDS	441				hypothetical protein
BLEECCFP_00153	CDS	591	rutE	1.1.1.298	COG0778	putative malonic semialdehyde reductase RutE
BLEECCFP_00154	CDS	657	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
BLEECCFP_00155	CDS	495	rimI	2.3.1.255	COG0456	N-alpha-acetyltransferase RimI
BLEECCFP_00156	CDS	420	ros		COG4957	Transcriptional regulatory protein ros
BLEECCFP_00157	CDS	801				hypothetical protein
BLEECCFP_00158	CDS	807				hypothetical protein
BLEECCFP_00159	CDS	1398	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
BLEECCFP_00160	CDS	972	ybeZ		COG1702	PhoH-like protein
BLEECCFP_00161	CDS	519	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
BLEECCFP_00162	CDS	930	tlyC		COG1253	Hemolysin C
BLEECCFP_00163	CDS	1638	lnt	2.3.1.-	COG0815	Apolipoprotein N-acyltransferase
BLEECCFP_00164	CDS	1179	metK	2.5.1.6		S-adenosylmethionine synthase
BLEECCFP_00165	CDS	777	artP		COG0834	Arginine-binding extracellular protein ArtP
BLEECCFP_00166	CDS	660	artQ		COG0765	Arginine transport system permease protein ArtQ
BLEECCFP_00167	CDS	723	artM		COG1126	Arginine transport ATP-binding protein ArtM
BLEECCFP_00168	CDS	645				hypothetical protein
BLEECCFP_00169	CDS	450				hypothetical protein
BLEECCFP_00170	CDS	795	map	3.4.11.18	COG0024	Methionine aminopeptidase
BLEECCFP_00171	CDS	699	sfsA		COG1489	Sugar fermentation stimulation protein A
BLEECCFP_00172	CDS	972	pncC	3.5.1.42	COG1058	Nicotinamide-nucleotide amidohydrolase PncC
BLEECCFP_00173	CDS	1350	ampG_2		COG0477	Protein AmpG
BLEECCFP_00174	CDS	795				hypothetical protein
BLEECCFP_00175	CDS	705	psd	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
BLEECCFP_00176	CDS	1809	msbA_1	3.6.3.-	COG1132	Lipid A export ATP-binding/permease protein MsbA
BLEECCFP_00177	CDS	702				hypothetical protein
BLEECCFP_00178	CDS	1299	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
BLEECCFP_00179	CDS	1023	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
BLEECCFP_00180	CDS	894	lpxL	2.3.1.241	COG1560	Lipid A biosynthesis lauroyltransferase
BLEECCFP_00181	CDS	888	prs2	2.7.6.1		Putative ribose-phosphate pyrophosphokinase 2
BLEECCFP_00182	CDS	1512	pdp	2.4.2.2	COG0213	Pyrimidine-nucleoside phosphorylase
BLEECCFP_00183	CDS	1359		3.1.-.-	COG1236	Ribonuclease
BLEECCFP_00184	CDS	372	infC		COG0290	Translation initiation factor IF-3
BLEECCFP_00185	CDS	1968	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
BLEECCFP_00186	CDS	2034	pglF	4.2.1.135	COG1086	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
BLEECCFP_00187	CDS	417				hypothetical protein
BLEECCFP_00188	CDS	1020	gpsA	1.1.1.94		Glycerol-3-phosphate dehydrogenase [NAD(P)+]
BLEECCFP_00189	CDS	1059	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
BLEECCFP_00190	CDS	300	groS5			10 kDa chaperonin 5
BLEECCFP_00191	CDS	1659	groL5			60 kDa chaperonin 5
BLEECCFP_00192	CDS	537	thpR	3.1.4.-	COG1514	RNA 2',3'-cyclic phosphodiesterase
BLEECCFP_00193	CDS	420				hypothetical protein
BLEECCFP_00194	CDS	534				hypothetical protein
BLEECCFP_00195	CDS	447				hypothetical protein
BLEECCFP_00196	CDS	1560	cckA_1			Sensor kinase CckA
BLEECCFP_00197	CDS	1320	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
BLEECCFP_00198	CDS	1080				hypothetical protein
BLEECCFP_00199	CDS	726				hypothetical protein
BLEECCFP_00200	CDS	936	hemC_1	2.5.1.61	COG0181	Porphobilinogen deaminase
BLEECCFP_00201	CDS	1890	asnB_1	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 1
BLEECCFP_00202	CDS	606	rplS_1		COG0335	50S ribosomal protein L19
BLEECCFP_00203	CDS	702	trmD_1	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
BLEECCFP_00204	CDS	549	rimM_1		COG0806	Ribosome maturation factor RimM
BLEECCFP_00205	CDS	633	rpsP		COG0228	30S ribosomal protein S16
BLEECCFP_00206	CDS	1356	ffh		COG0541	Signal recognition particle protein
BLEECCFP_00207	CDS	774	mlaE_2		COG0767	putative phospholipid ABC transporter permease protein MlaE
BLEECCFP_00208	CDS	780	mlaF	3.6.3.-	COG1127	putative phospholipid import ATP-binding protein MlaF
BLEECCFP_00209	CDS	717				hypothetical protein
BLEECCFP_00210	CDS	501				hypothetical protein
BLEECCFP_00211	CDS	2250				hypothetical protein
BLEECCFP_00212	CDS	690				hypothetical protein
BLEECCFP_00213	CDS	372				hypothetical protein
BLEECCFP_00214	CDS	381				hypothetical protein
BLEECCFP_00215	CDS	921				hypothetical protein
BLEECCFP_00216	CDS	486				hypothetical protein
BLEECCFP_00217	CDS	537				hypothetical protein
BLEECCFP_00218	CDS	726				hypothetical protein
BLEECCFP_00219	CDS	1311	proS	6.1.1.15	COG0442	Proline--tRNA ligase
BLEECCFP_00220	CDS	840	valG	2.4.1.338	COG0463	Validoxylamine A glucosyltransferase
BLEECCFP_00221	CDS	1248	lolC		COG4591	Lipoprotein-releasing system transmembrane protein LolC
BLEECCFP_00222	CDS	708	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
BLEECCFP_00223	CDS	3501	dnaE1	2.7.7.7		DNA polymerase III subunit alpha
BLEECCFP_00224	CDS	312				hypothetical protein
BLEECCFP_00225	CDS	345				hypothetical protein
BLEECCFP_00226	CDS	225				hypothetical protein
BLEECCFP_00227	CDS	618				hypothetical protein
BLEECCFP_00228	CDS	366	ndhC	1.6.5.-		NAD(P)H-quinone oxidoreductase subunit 3
BLEECCFP_00229	CDS	600	nuoB	1.6.5.11	COG0377	NADH-quinone oxidoreductase subunit B
BLEECCFP_00230	CDS	645	nqo5	1.6.5.11	COG0852	NADH-quinone oxidoreductase chain 5
BLEECCFP_00231	CDS	1191	nuoD	1.6.5.11	COG0649	NADH-quinone oxidoreductase subunit D
BLEECCFP_00232	CDS	636	nqo2	1.6.5.11	COG1905	NADH-quinone oxidoreductase chain 2
BLEECCFP_00233	CDS	1275	nuoF	1.6.5.11		NADH-quinone oxidoreductase subunit F
BLEECCFP_00234	CDS	2082	nqo3	1.6.5.11	COG1034	NADH-quinone oxidoreductase chain 3
BLEECCFP_00235	CDS	1050	nuoH	1.6.5.11	COG1005	NADH-quinone oxidoreductase subunit H
BLEECCFP_00236	CDS	492	nuoI	1.6.5.11	COG1143	NADH-quinone oxidoreductase subunit I
BLEECCFP_00237	CDS	612	nuoJ	1.6.5.11	COG0839	NADH-quinone oxidoreductase subunit J
BLEECCFP_00238	CDS	309		1.6.5.11	COG0713	NADH-quinone oxidoreductase subunit 11
BLEECCFP_00239	CDS	1917	nuoL_1	1.6.5.11	COG1009	NADH-quinone oxidoreductase subunit L
BLEECCFP_00240	CDS	1533	nuoM	1.6.5.11	COG1008	NADH-quinone oxidoreductase subunit M
BLEECCFP_00241	CDS	666				hypothetical protein
BLEECCFP_00242	CDS	321				hypothetical protein
BLEECCFP_00243	CDS	330				hypothetical protein
BLEECCFP_00244	CDS	378				hypothetical protein
BLEECCFP_00245	CDS	591				hypothetical protein
BLEECCFP_00246	CDS	135				hypothetical protein
BLEECCFP_00247	CDS	5244	recD2_2	3.6.4.12	COG0507	ATP-dependent RecD-like DNA helicase
BLEECCFP_00248	CDS	342				hypothetical protein
BLEECCFP_00249	CDS	345				hypothetical protein
BLEECCFP_00250	CDS	735				Potassium channel
BLEECCFP_00251	CDS	975	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
BLEECCFP_00252	CDS	1062	plsX	2.3.1.-	COG0416	Phosphate acyltransferase
BLEECCFP_00253	CDS	183	rpmF		COG0333	50S ribosomal protein L32
BLEECCFP_00254	CDS	1203				hypothetical protein
BLEECCFP_00255	CDS	2493				hypothetical protein
BLEECCFP_00256	CDS	414				hypothetical protein
BLEECCFP_00257	CDS	1824				hypothetical protein
BLEECCFP_00258	CDS	1992				hypothetical protein
BLEECCFP_00259	CDS	1002				hypothetical protein
BLEECCFP_00260	CDS	462				hypothetical protein
BLEECCFP_00261	CDS	891			COG1721	putative protein
BLEECCFP_00262	CDS	960	ruvB_1	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
BLEECCFP_00263	CDS	456				hypothetical protein
BLEECCFP_00264	CDS	177				hypothetical protein
BLEECCFP_00265	CDS	1338	accC	6.3.4.14	COG0439	Biotin carboxylase
BLEECCFP_00266	CDS	465	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
BLEECCFP_00267	CDS	987	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
BLEECCFP_00268	CDS	228	rpmE		COG0254	50S ribosomal protein L31
BLEECCFP_00269	CDS	1491	puuC	1.2.1.5	COG1012	NADP/NAD-dependent aldehyde dehydrogenase PuuC
BLEECCFP_00270	CDS	1212				hypothetical protein
BLEECCFP_00271	CDS	1212				hypothetical protein
BLEECCFP_00272	CDS	987	hldD	5.1.3.20	COG0451	ADP-L-glycero-D-manno-heptose-6-epimerase
BLEECCFP_00273	CDS	804	lgt	2.4.99.-	COG0682	Prolipoprotein diacylglyceryl transferase
BLEECCFP_00274	CDS	1071				hypothetical protein
BLEECCFP_00275	CDS	804	yfiH	1.10.3.-	COG1496	Polyphenol oxidase
BLEECCFP_00276	CDS	1161	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
BLEECCFP_00277	CDS	942				hypothetical protein
BLEECCFP_00278	CDS	273				hypothetical protein
BLEECCFP_00279	CDS	1503	ppx	3.6.1.11	COG0248	Exopolyphosphatase
BLEECCFP_00280	CDS	231	yacG			DNA gyrase inhibitor YacG
BLEECCFP_00281	CDS	1818	atm1_1		COG5265	ATM1-type heavy metal exporter
BLEECCFP_00282	CDS	1158	rnd_1	3.1.13.5	COG0349	Ribonuclease D
BLEECCFP_00283	CDS	762	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
BLEECCFP_00284	CDS	735	ubiE_1	2.1.1.163		Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
BLEECCFP_00285	CDS	1284	proP_2			Proline/betaine transporter
BLEECCFP_00286	CDS	897	dmlR_1			HTH-type transcriptional regulator DmlR
BLEECCFP_00287	CDS	1248	proP_3			Proline/betaine transporter
BLEECCFP_00288	CDS	627				hypothetical protein
BLEECCFP_00289	CDS	555				hypothetical protein
BLEECCFP_00290	CDS	894	folD		COG0190	Bifunctional protein FolD protein
BLEECCFP_00291	CDS	303				hypothetical protein
BLEECCFP_00292	CDS	888		2.5.1.10		Farnesyl diphosphate synthase
BLEECCFP_00293	CDS	270	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
BLEECCFP_00294	CDS	1128				hypothetical protein
BLEECCFP_00295	CDS	441	mutT	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
BLEECCFP_00296	CDS	633	ypmQ		COG1999	SCO1 protein 
BLEECCFP_00297	CDS	585				hypothetical protein
BLEECCFP_00298	CDS	489				hypothetical protein
BLEECCFP_00299	CDS	1230		2.6.1.1		Aspartate aminotransferase
BLEECCFP_00300	CDS	1776	ypdF	3.4.11.-	COG0006	Aminopeptidase YpdF
BLEECCFP_00301	CDS	2808				hypothetical protein
BLEECCFP_00302	CDS	1098	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
BLEECCFP_00303	CDS	714	ydjZ		COG0398	TVP38/TMEM64 family inner membrane protein YdjZ
BLEECCFP_00304	CDS	1425	merA	1.16.1.1		Mercuric reductase
BLEECCFP_00305	CDS	597	ynjF		COG0558	Inner membrane protein YnjF
BLEECCFP_00306	CDS	222				hypothetical protein
BLEECCFP_00307	tRNA	75				tRNA-Val(tac)
BLEECCFP_00308	CDS	2817				hypothetical protein
BLEECCFP_00309	CDS	999	aniA	1.7.2.1	COG2132	Copper-containing nitrite reductase
BLEECCFP_00310	CDS	207				hypothetical protein
BLEECCFP_00311	CDS	243				hypothetical protein
BLEECCFP_00312	CDS	300				hypothetical protein
BLEECCFP_00313	CDS	1113	clsA	2.7.8.-	COG1502	Major cardiolipin synthase ClsA
BLEECCFP_00314	CDS	150				hypothetical protein
BLEECCFP_00315	CDS	306	uhpA		COG2197	Transcriptional regulatory protein UhpA
BLEECCFP_00316	CDS	426				hypothetical protein
BLEECCFP_00317	CDS	1674				hypothetical protein
BLEECCFP_00318	tRNA	86				tRNA-Leu(taa)
BLEECCFP_00319	CDS	648				hypothetical protein
BLEECCFP_00320	CDS	1122	pglA	2.4.1.290		N,N'-diacetylbacillosaminyl-diphospho-undecaprenol alpha-1,3-N-acetylgalactosaminyltransferase
BLEECCFP_00321	CDS	1110	ugpC	3.6.3.20	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
BLEECCFP_00322	CDS	1659	malL	3.2.1.10	COG0366	Oligo-1,6-glucosidase 1
BLEECCFP_00323	CDS	831	sugB		COG0395	Trehalose transport system permease protein SugB
BLEECCFP_00324	CDS	930	sugA		COG1175	Trehalose transport system permease protein SugA
BLEECCFP_00325	CDS	1296			COG1653	putative ABC transporter-binding protein
BLEECCFP_00326	CDS	468				hypothetical protein
BLEECCFP_00327	CDS	756	qmcA		COG0330	Protein QmcA
BLEECCFP_00328	CDS	1398				hypothetical protein
BLEECCFP_00329	CDS	315	cutA		COG1324	Divalent-cation tolerance protein CutA
BLEECCFP_00330	CDS	1374				hypothetical protein
BLEECCFP_00331	CDS	3117	putA		COG0506	Bifunctional protein PutA
BLEECCFP_00332	CDS	1167			COG1373	putative protein
BLEECCFP_00333	CDS	2238	rnr	3.1.13.1	COG0557	Ribonuclease R
BLEECCFP_00334	CDS	2373	topA	5.99.1.2		DNA topoisomerase 1
BLEECCFP_00335	CDS	1143	dprA		COG0758	DNA processing protein DprA
BLEECCFP_00336	CDS	603	plsY	2.3.1.15	COG0344	putative glycerol-3-phosphate acyltransferase
BLEECCFP_00337	CDS	1224	uctC	2.8.3.19		Acetyl-CoA:oxalate CoA-transferase
BLEECCFP_00338	CDS	753	rlmB	2.1.1.185	COG0566	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
BLEECCFP_00339	CDS	552				hypothetical protein
BLEECCFP_00340	CDS	495	bamE			Outer membrane protein assembly factor BamE
BLEECCFP_00341	CDS	558				hypothetical protein
BLEECCFP_00342	CDS	750	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
BLEECCFP_00343	CDS	324	secG		COG1314	Protein-export membrane protein SecG
BLEECCFP_00344	CDS	1647	pyrG	6.3.4.2	COG0504	CTP synthase
BLEECCFP_00345	CDS	762				hypothetical protein
BLEECCFP_00346	CDS	837	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
BLEECCFP_00347	CDS	1302	eno	4.2.1.11		Enolase
BLEECCFP_00348	CDS	342				hypothetical protein
BLEECCFP_00349	CDS	396				hypothetical protein
BLEECCFP_00350	CDS	810				hypothetical protein
BLEECCFP_00351	CDS	930				hypothetical protein
BLEECCFP_00352	CDS	5262	recD2_3	3.6.4.12	COG0507	ATP-dependent RecD-like DNA helicase
BLEECCFP_00353	CDS	306				hypothetical protein
BLEECCFP_00354	CDS	276	cyoE	2.5.1.-		Protoheme IX farnesyltransferase
BLEECCFP_00355	CDS	1197				hypothetical protein
BLEECCFP_00356	CDS	132				hypothetical protein
BLEECCFP_00357	CDS	552	ctaG		COG3175	Cytochrome c oxidase assembly protein CtaG
BLEECCFP_00358	CDS	1803	appA_1			Oligopeptide-binding protein AppA
BLEECCFP_00359	CDS	810	ctaE	1.9.3.1	COG1845	Cytochrome c oxidase subunit 3
BLEECCFP_00360	CDS	1092	rng	3.1.26.-	COG1530	Ribonuclease G
BLEECCFP_00361	CDS	489	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
BLEECCFP_00362	CDS	864	hemF	1.3.3.3		Oxygen-dependent coproporphyrinogen-III oxidase
BLEECCFP_00363	CDS	1500				hypothetical protein
BLEECCFP_00364	CDS	366				Insertion sequence IS5376 putative ATP-binding protein
BLEECCFP_00365	CDS	2103				hypothetical protein
