locus_tag	ftype	length_bp	gene	EC_number	COG	product
BAGANPJC_00096	CDS	678	queE_1	4.3.99.3		7-carboxy-7-deazaguanine synthase
BAGANPJC_00097	CDS	591				hypothetical protein
BAGANPJC_00098	CDS	267				putative protein
BAGANPJC_00099	CDS	237				hypothetical protein
BAGANPJC_00100	tRNA	77				tRNA-Lys(ctt)
BAGANPJC_00101	CDS	435				hypothetical protein
BAGANPJC_00102	CDS	309	tfs			Transcription factor S
BAGANPJC_00103	CDS	627				hypothetical protein
BAGANPJC_00104	CDS	207				hypothetical protein
BAGANPJC_00105	CDS	1089	lysA	4.1.1.20		Diaminopimelate decarboxylase
BAGANPJC_00106	CDS	951	dys	2.5.1.46	COG1899	putative deoxyhypusine synthase
BAGANPJC_00107	CDS	192				hypothetical protein
BAGANPJC_00108	CDS	582				hypothetical protein
BAGANPJC_00109	CDS	672	glpG	3.4.21.105		Rhomboid protease GlpG
BAGANPJC_00110	CDS	906	tfe		COG1675	Transcription factor E
BAGANPJC_00111	CDS	549				hypothetical protein
BAGANPJC_00112	CDS	360				hypothetical protein
BAGANPJC_00113	CDS	123				hypothetical protein
BAGANPJC_00114	CDS	201				hypothetical protein
BAGANPJC_00115	CDS	225				hypothetical protein
BAGANPJC_00116	CDS	1743	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
BAGANPJC_00117	CDS	570				hypothetical protein
BAGANPJC_00118	CDS	243				hypothetical protein
BAGANPJC_00119	CDS	1044				hypothetical protein
BAGANPJC_00120	CDS	477				hypothetical protein
BAGANPJC_00121	CDS	567				hypothetical protein
BAGANPJC_00122	CDS	3240	leuS	6.1.1.4	COG0495	Leucine--tRNA ligase
BAGANPJC_00123	CDS	474				hypothetical protein
BAGANPJC_00124	CDS	663	bat		COG2203	Bacterioopsin transcriptional activator
BAGANPJC_00125	CDS	519	endA	4.6.1.16	COG1676	tRNA-splicing endonuclease
BAGANPJC_00126	CDS	999				hypothetical protein
BAGANPJC_00127	CDS	207			COG1383	30S ribosomal protein S17e
BAGANPJC_00128	tRNA	73				tRNA-Met(cat)
BAGANPJC_00129	CDS	318				hypothetical protein
BAGANPJC_00130	tRNA	73				tRNA-Cys(gca)
BAGANPJC_00131	CDS	840				hypothetical protein
BAGANPJC_00132	tRNA	75				tRNA-Arg(tct)
BAGANPJC_00133	CDS	930	rnz	3.1.26.11	COG1234	Ribonuclease Z
BAGANPJC_00134	CDS	246			COG1958	Putative snRNP Sm-like protein
BAGANPJC_00135	CDS	360	rps8e		COG2007	30S ribosomal protein S8e
BAGANPJC_00136	CDS	942	tfb		COG1405	Transcription initiation factor IIB
BAGANPJC_00137	CDS	327				hypothetical protein
BAGANPJC_00138	tRNA	86				tRNA-Leu(tag)
BAGANPJC_00139	CDS	333				hypothetical protein
BAGANPJC_00140	CDS	591				hypothetical protein
BAGANPJC_00141	CDS	483	rny	3.1.-.-		Ribonuclease Y
BAGANPJC_00142	CDS	1866	dxs	2.2.1.7		1-deoxy-D-xylulose-5-phosphate synthase
BAGANPJC_00143	CDS	1623	mfnA	4.1.1.11	COG0076	L-tyrosine/L-aspartate decarboxylase
BAGANPJC_00144	CDS	750	rppH_1	3.6.1.-		RNA pyrophosphohydrolase
BAGANPJC_00145	CDS	666				hypothetical protein
BAGANPJC_00146	CDS	561				hypothetical protein
BAGANPJC_00147	CDS	414				hypothetical protein
BAGANPJC_00148	CDS	783				hypothetical protein
BAGANPJC_00149	CDS	2283			COG1372	putative protein
BAGANPJC_00150	CDS	768				hypothetical protein
BAGANPJC_00151	CDS	336				hypothetical protein
BAGANPJC_00152	CDS	588				hypothetical protein
BAGANPJC_00153	CDS	504				hypothetical protein
BAGANPJC_00154	CDS	276				hypothetical protein
BAGANPJC_00155	CDS	627				hypothetical protein
BAGANPJC_00156	CDS	501	thpR	3.1.4.-		RNA 2',3'-cyclic phosphodiesterase
BAGANPJC_00157	CDS	1560		3.6.4.12	COG1204	ATP-dependent DNA helicase Hel308
BAGANPJC_00158	CDS	279				hypothetical protein
BAGANPJC_00159	CDS	243				hypothetical protein
BAGANPJC_00160	CDS	483				hypothetical protein
BAGANPJC_00161	CDS	1041	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
BAGANPJC_00162	CDS	225				hypothetical protein
BAGANPJC_00163	CDS	495				hypothetical protein
BAGANPJC_00164	CDS	414			COG1371	Protein archease
BAGANPJC_00165	CDS	456				hypothetical protein
BAGANPJC_00166	CDS	705				hypothetical protein
BAGANPJC_00167	CDS	822				hypothetical protein
BAGANPJC_00168	CDS	1329				hypothetical protein
BAGANPJC_00169	CDS	177				hypothetical protein
BAGANPJC_00170	CDS	1557			COG1372	putative protein
BAGANPJC_00171	CDS	546				hypothetical protein
BAGANPJC_00172	CDS	501				hypothetical protein
BAGANPJC_00173	CDS	462				hypothetical protein
BAGANPJC_00174	CDS	522				hypothetical protein
BAGANPJC_00175	CDS	519				hypothetical protein
BAGANPJC_00176	CDS	705				hypothetical protein
BAGANPJC_00177	CDS	432				hypothetical protein
BAGANPJC_00178	CDS	1080				hypothetical protein
BAGANPJC_00179	CDS	2229				hypothetical protein
BAGANPJC_00180	CDS	1551				hypothetical protein
BAGANPJC_00181	CDS	351	cheY			Chemotaxis protein CheY
BAGANPJC_00182	CDS	354	cheB	3.1.1.61		Chemotaxis response regulator protein-glutamate methylesterase
BAGANPJC_00183	CDS	519				hypothetical protein
BAGANPJC_00184	CDS	3150	filI	2.7.13.3	COG3322	Methanogenesis regulatory histidine kinase FilI
BAGANPJC_00185	CDS	1038				hypothetical protein
BAGANPJC_00186	CDS	1050				hypothetical protein
BAGANPJC_00187	CDS	1035				hypothetical protein
BAGANPJC_00188	CDS	135				hypothetical protein
BAGANPJC_00189	CDS	5058				hypothetical protein
BAGANPJC_00190	CDS	927				hypothetical protein
BAGANPJC_00191	tRNA	74				tRNA-Phe(gaa)
BAGANPJC_00192	CDS	270				hypothetical protein
BAGANPJC_00193	CDS	561				hypothetical protein
BAGANPJC_00194	CDS	1335	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
BAGANPJC_00195	CDS	267				hypothetical protein
BAGANPJC_00196	CDS	705		3.1.3.-	COG1011	Glyceraldehyde 3-phosphate phosphatase
BAGANPJC_00197	CDS	1278	rbcL	4.1.1.39	COG1850	Ribulose bisphosphate carboxylase
BAGANPJC_00198	CDS	294				hypothetical protein
BAGANPJC_00199	CDS	441	rppH_2	3.6.1.-		RNA pyrophosphohydrolase
BAGANPJC_00200	CDS	387				hypothetical protein
BAGANPJC_00201	CDS	243				hypothetical protein
BAGANPJC_00202	CDS	324				hypothetical protein
BAGANPJC_00203	CDS	426			COG2238	30S ribosomal protein S19e
BAGANPJC_00204	CDS	204				hypothetical protein
BAGANPJC_00205	CDS	594			COG2097	50S ribosomal protein L31e
BAGANPJC_00206	CDS	189				hypothetical protein
BAGANPJC_00207	CDS	300				hypothetical protein
BAGANPJC_00208	CDS	693				hypothetical protein
BAGANPJC_00209	CDS	384				hypothetical protein
BAGANPJC_00210	CDS	873	truB	5.4.99.25	COG0130	putative tRNA pseudouridine synthase B
BAGANPJC_00211	CDS	264				hypothetical protein
BAGANPJC_00212	CDS	1113				hypothetical protein
BAGANPJC_00213	CDS	738				hypothetical protein
BAGANPJC_00214	CDS	282				hypothetical protein
BAGANPJC_00215	CDS	381				hypothetical protein
BAGANPJC_00216	CDS	585	trmY	2.1.1.257	COG1901	tRNA (pseudouridine(54)-N(1))-methyltransferase
BAGANPJC_00217	CDS	354				hypothetical protein
BAGANPJC_00218	CDS	276	acyP	3.6.1.7	COG1254	Acylphosphatase
BAGANPJC_00219	CDS	417	rnhA	3.1.26.4	COG0328	Ribonuclease HI
BAGANPJC_00220	CDS	582				hypothetical protein
BAGANPJC_00221	CDS	558				hypothetical protein
BAGANPJC_00222	CDS	189				hypothetical protein
BAGANPJC_00223	CDS	1527	aspS_1	6.1.1.23	COG0017	Aspartate--tRNA(Asp/Asn) ligase
BAGANPJC_00224	CDS	189				hypothetical protein
BAGANPJC_00225	CDS	510				hypothetical protein
BAGANPJC_00226	CDS	603				hypothetical protein
BAGANPJC_00227	CDS	540				hypothetical protein
BAGANPJC_00228	CDS	690				hypothetical protein
BAGANPJC_00229	CDS	498				hypothetical protein
BAGANPJC_00230	CDS	1035				hypothetical protein
BAGANPJC_00231	CDS	2019				hypothetical protein
BAGANPJC_00232	CDS	1542				hypothetical protein
BAGANPJC_00233	CDS	729	pcn		COG0592	DNA polymerase sliding clamp
BAGANPJC_00234	CDS	774				hypothetical protein
BAGANPJC_00235	CDS	2046				hypothetical protein
BAGANPJC_00236	CDS	2436				hypothetical protein
BAGANPJC_00237	CDS	429				hypothetical protein
BAGANPJC_00238	CDS	915				hypothetical protein
BAGANPJC_00239	CDS	519				hypothetical protein
BAGANPJC_00240	CDS	477				hypothetical protein
BAGANPJC_00241	CDS	354				hypothetical protein
BAGANPJC_00242	CDS	2373				hypothetical protein
BAGANPJC_00243	CDS	579				hypothetical protein
BAGANPJC_00244	CDS	801				hypothetical protein
BAGANPJC_00245	CDS	480				hypothetical protein
BAGANPJC_00246	CDS	531				hypothetical protein
BAGANPJC_00247	CDS	1569				hypothetical protein
BAGANPJC_00248	CDS	423				hypothetical protein
BAGANPJC_00249	CDS	612	dph2	2.5.1.108	COG1736	2-(3-amino-3-carboxypropyl)histidine synthase
BAGANPJC_00250	CDS	399				hypothetical protein
BAGANPJC_00251	CDS	327	pfdB		COG1382	Prefoldin subunit beta
BAGANPJC_00252	CDS	219			COG1997	50S ribosomal protein L37Ae
BAGANPJC_00253	tRNA	74				tRNA-Pro(tgg)
BAGANPJC_00254	CDS	621			COG0080	50S ribosomal protein L11
BAGANPJC_00255	CDS	456	spt5		COG0250	Transcription elongation factor Spt5
BAGANPJC_00256	CDS	177	secE		COG2443	Protein translocase subunit SecE
BAGANPJC_00257	CDS	1131	ftsZ1		COG0206	Cell division protein FtsZ 1
BAGANPJC_00258	CDS	663		5.2.1.8	COG1047	Putative FKBP-type peptidyl-prolyl cis-trans isomerase
BAGANPJC_00259	CDS	390	eif5a		COG0231	Translation initiation factor 5A
BAGANPJC_00260	CDS	165				hypothetical protein
BAGANPJC_00261	CDS	1407				hypothetical protein
BAGANPJC_00262	CDS	225				hypothetical protein
BAGANPJC_00263	CDS	984	taw1	4.1.3.44	COG0731	S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase
BAGANPJC_00264	CDS	453				hypothetical protein
BAGANPJC_00265	CDS	321				hypothetical protein
BAGANPJC_00266	CDS	351				hypothetical protein
BAGANPJC_00267	CDS	339				hypothetical protein
BAGANPJC_00268	CDS	492				hypothetical protein
BAGANPJC_00269	CDS	330				hypothetical protein
BAGANPJC_00270	CDS	543				hypothetical protein
BAGANPJC_00271	CDS	372				hypothetical protein
BAGANPJC_00272	CDS	552				hypothetical protein
BAGANPJC_00273	CDS	1521				hypothetical protein
BAGANPJC_00274	CDS	612				hypothetical protein
BAGANPJC_00275	CDS	1041				hypothetical protein
BAGANPJC_00276	CDS	252				hypothetical protein
BAGANPJC_00277	CDS	228				hypothetical protein
BAGANPJC_00278	CDS	246				hypothetical protein
BAGANPJC_00279	CDS	240				hypothetical protein
BAGANPJC_00280	CDS	555				hypothetical protein
BAGANPJC_00281	CDS	378				hypothetical protein
BAGANPJC_00282	CDS	414				hypothetical protein
BAGANPJC_00283	CDS	702				hypothetical protein
BAGANPJC_00284	CDS	972	mthTIM	2.1.1.37		Modification methylase MthTI
BAGANPJC_00285	CDS	672				hypothetical protein
BAGANPJC_00286	CDS	729	radB		COG0468	DNA repair and recombination protein RadB
BAGANPJC_00287	CDS	258				hypothetical protein
BAGANPJC_00288	CDS	1038				hypothetical protein
BAGANPJC_00289	CDS	111				hypothetical protein
BAGANPJC_00290	CDS	1437	proS	6.1.1.15	COG0442	Proline--tRNA ligase
BAGANPJC_00291	CDS	861				hypothetical protein
BAGANPJC_00292	tRNA	74				tRNA-Arg(tcg)
BAGANPJC_00293	CDS	1122				hypothetical protein
BAGANPJC_00294	CDS	375				hypothetical protein
BAGANPJC_00295	CDS	1257	gatD	6.3.5.-	COG0252	Glutamyl-tRNA(Gln) amidotransferase subunit D
BAGANPJC_00296	CDS	228				hypothetical protein
BAGANPJC_00297	CDS	363				hypothetical protein
BAGANPJC_00298	CDS	438				hypothetical protein
BAGANPJC_00299	CDS	1446	gatE	6.3.5.-	COG2511	Glutamyl-tRNA(Gln) amidotransferase subunit E
BAGANPJC_00300	CDS	852				hypothetical protein
BAGANPJC_00301	CDS	807	sasA	2.7.-.-		Adaptive-response sensory-kinase SasA
BAGANPJC_00302	CDS	1293	aspS_2	6.1.1.12	COG0017	Aspartate--tRNA(Asp) ligase
BAGANPJC_00303	CDS	1308	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
BAGANPJC_00304	CDS	279				hypothetical protein
BAGANPJC_00305	CDS	948				hypothetical protein
BAGANPJC_00306	CDS	1041				hypothetical protein
BAGANPJC_00307	CDS	666				hypothetical protein
BAGANPJC_00308	CDS	360				hypothetical protein
BAGANPJC_00309	CDS	1173				hypothetical protein
BAGANPJC_00310	CDS	555	taw3	2.1.1.282	COG1590	tRNA(Phe) 7-((3-amino-3-carboxypropyl)-4-demethylwyosine(37)-N(4))-methyltransferase
BAGANPJC_00311	CDS	1101				hypothetical protein
BAGANPJC_00312	CDS	2730				hypothetical protein
BAGANPJC_00313	CDS	546				hypothetical protein
BAGANPJC_00314	CDS	477				hypothetical protein
BAGANPJC_00315	CDS	378				hypothetical protein
BAGANPJC_00316	CDS	738				hypothetical protein
BAGANPJC_00317	CDS	807	xerA_1		COG0582	Tyrosine recombinase XerA
BAGANPJC_00318	CDS	1185	maX1		COG0530	Sodium/calcium exchanger MaX1
BAGANPJC_00319	CDS	543				hypothetical protein
BAGANPJC_00320	CDS	879				hypothetical protein
BAGANPJC_00321	CDS	549				hypothetical protein
BAGANPJC_00322	CDS	312				hypothetical protein
BAGANPJC_00323	CDS	474				hypothetical protein
BAGANPJC_00324	tRNA	75				tRNA-Val(tac)
BAGANPJC_00325	tRNA	71				tRNA-Gly(gcc)
BAGANPJC_00326	CDS	855				hypothetical protein
BAGANPJC_00327	CDS	753	tatD	3.1.21.-		Tat-linked quality control protein TatD
BAGANPJC_00328	CDS	1707				hypothetical protein
BAGANPJC_00329	CDS	462				hypothetical protein
BAGANPJC_00330	CDS	1458		3.6.4.13	COG0513	putative ATP-dependent RNA helicase
BAGANPJC_00331	CDS	1098	queE_2	4.3.99.3		7-carboxy-7-deazaguanine synthase
BAGANPJC_00332	CDS	270				hypothetical protein
BAGANPJC_00333	CDS	1608	ths			Thermosome subunit
BAGANPJC_00334	CDS	504				hypothetical protein
BAGANPJC_00335	CDS	1377				hypothetical protein
BAGANPJC_00336	CDS	909				hypothetical protein
BAGANPJC_00337	CDS	663				hypothetical protein
BAGANPJC_00338	CDS	180				hypothetical protein
BAGANPJC_00339	CDS	237				hypothetical protein
BAGANPJC_00340	CDS	930	thiI	2.8.1.4		tRNA sulfurtransferase
BAGANPJC_00341	CDS	1866	rep	3.6.4.12		ATP-dependent DNA helicase Rep
BAGANPJC_00342	CDS	363				hypothetical protein
BAGANPJC_00343	CDS	234				hypothetical protein
BAGANPJC_00344	CDS	345	rssB			Regulator of RpoS
BAGANPJC_00345	CDS	453				hypothetical protein
BAGANPJC_00346	CDS	1752		3.6.4.13	COG0513	putative ATP-dependent RNA helicase
BAGANPJC_00347	CDS	768				hypothetical protein
BAGANPJC_00348	CDS	1155				hypothetical protein
BAGANPJC_00349	CDS	954				hypothetical protein
BAGANPJC_00350	CDS	516				hypothetical protein
BAGANPJC_00351	CDS	246				hypothetical protein
BAGANPJC_00352	CDS	513				hypothetical protein
BAGANPJC_00353	CDS	165				hypothetical protein
BAGANPJC_00354	CDS	861				hypothetical protein
BAGANPJC_00355	CDS	1131				hypothetical protein
BAGANPJC_00356	CDS	468				hypothetical protein
BAGANPJC_00357	CDS	750			COG1082	putative protein
BAGANPJC_00358	CDS	399				hypothetical protein
BAGANPJC_00359	tRNA	74				tRNA-Asp(gtc)
BAGANPJC_00360	CDS	312				hypothetical protein
BAGANPJC_00361	CDS	468				hypothetical protein
BAGANPJC_00362	CDS	270				hypothetical protein
BAGANPJC_00363	CDS	162				hypothetical protein
BAGANPJC_00364	CDS	255				hypothetical protein
BAGANPJC_00365	CDS	279				hypothetical protein
BAGANPJC_00366	CDS	345				hypothetical protein
BAGANPJC_00367	CDS	1143	maeA	1.1.1.38		NAD-dependent malic enzyme
BAGANPJC_00368	CDS	312				hypothetical protein
BAGANPJC_00369	CDS	882				hypothetical protein
BAGANPJC_00370	CDS	1320	serS	6.1.1.11	COG0172	Serine--tRNA ligase
BAGANPJC_00371	CDS	426				hypothetical protein
BAGANPJC_00372	CDS	303				hypothetical protein
BAGANPJC_00373	CDS	246				hypothetical protein
BAGANPJC_00374	CDS	264				hypothetical protein
BAGANPJC_00375	CDS	687				hypothetical protein
BAGANPJC_00376	CDS	1710	kefC			Glutathione-regulated potassium-efflux system protein KefC
BAGANPJC_00377	CDS	309			COG0051	30S ribosomal protein S10
BAGANPJC_00378	CDS	297				hypothetical protein
BAGANPJC_00379	CDS	585				hypothetical protein
BAGANPJC_00380	CDS	672				hypothetical protein
BAGANPJC_00381	CDS	396				hypothetical protein
BAGANPJC_00382	CDS	636				hypothetical protein
BAGANPJC_00383	CDS	792	rhaD_1	1.1.1.377	COG1028	L-rhamnose 1-dehydrogenase (NADP(+))
BAGANPJC_00384	CDS	549				hypothetical protein
BAGANPJC_00385	CDS	867				hypothetical protein
BAGANPJC_00386	CDS	840				hypothetical protein
BAGANPJC_00387	CDS	291				hypothetical protein
BAGANPJC_00388	CDS	348				hypothetical protein
BAGANPJC_00389	CDS	351				hypothetical protein
BAGANPJC_00390	CDS	333				hypothetical protein
BAGANPJC_00391	CDS	342				hypothetical protein
BAGANPJC_00392	CDS	696				hypothetical protein
BAGANPJC_00393	CDS	159				hypothetical protein
BAGANPJC_00394	CDS	285				hypothetical protein
BAGANPJC_00395	CDS	321				hypothetical protein
BAGANPJC_00396	CDS	486				hypothetical protein
BAGANPJC_00397	CDS	549				hypothetical protein
BAGANPJC_00398	CDS	1482				hypothetical protein
BAGANPJC_00399	CDS	1179				hypothetical protein
BAGANPJC_00400	CDS	2268				hypothetical protein
BAGANPJC_00401	CDS	1080				hypothetical protein
BAGANPJC_00402	CDS	387				hypothetical protein
BAGANPJC_00403	CDS	384	petE			Plastocyanin
BAGANPJC_00404	CDS	495				hypothetical protein
BAGANPJC_00405	CDS	984			COG1522	putative HTH-type transcriptional regulator
BAGANPJC_00406	CDS	747		2.1.1.-	COG1964	7,8-dihydro-6-hydroxymethylpterin dimethyltransferase
BAGANPJC_00407	CDS	2607	copB	3.6.3.4	COG2217	Copper-exporting P-type ATPase B
BAGANPJC_00408	CDS	1131	arnB	2.6.1.87		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
BAGANPJC_00409	CDS	990	fcl_1	1.1.1.271		GDP-L-fucose synthase
BAGANPJC_00410	CDS	909	fcl_2	1.1.1.271		GDP-L-fucose synthase
BAGANPJC_00411	CDS	678	rhaD_2	1.1.1.377	COG1028	L-rhamnose 1-dehydrogenase (NADP(+))
BAGANPJC_00412	CDS	579				hypothetical protein
BAGANPJC_00413	CDS	1812	iolD	3.7.1.22		3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase
BAGANPJC_00414	CDS	657	gph	3.1.3.18		Phosphoglycolate phosphatase
BAGANPJC_00415	CDS	1056				hypothetical protein
BAGANPJC_00416	CDS	972	gmd	4.2.1.47		GDP-mannose 4,6-dehydratase
BAGANPJC_00417	CDS	1008	fcl_3	1.1.1.271		GDP-L-fucose synthase
BAGANPJC_00418	CDS	1176	gtf1	2.4.1.-		Glycosyltransferase Gtf1
BAGANPJC_00419	CDS	1104				hypothetical protein
BAGANPJC_00420	CDS	2631	aglB	2.4.99.21		Dolichyl-phosphooligosaccharide-protein glycotransferase
BAGANPJC_00421	CDS	1008	mraY	2.7.8.13		Phospho-N-acetylmuramoyl-pentapeptide-transferase
BAGANPJC_00422	CDS	858				hypothetical protein
BAGANPJC_00423	CDS	819		5.3.1.29	COG1184	Ribose 1,5-bisphosphate isomerase
BAGANPJC_00424	CDS	384				hypothetical protein
BAGANPJC_00425	CDS	417				hypothetical protein
BAGANPJC_00426	CDS	381				hypothetical protein
BAGANPJC_00427	CDS	351				hypothetical protein
BAGANPJC_00428	CDS	432	pfdA		COG1730	Prefoldin subunit alpha
BAGANPJC_00429	CDS	270				hypothetical protein
BAGANPJC_00430	CDS	552			COG1422	putative protein
BAGANPJC_00431	CDS	1392	secY		COG0201	Protein translocase subunit SecY
BAGANPJC_00432	CDS	210				hypothetical protein
BAGANPJC_00433	CDS	318				hypothetical protein
BAGANPJC_00434	CDS	504			COG0200	50S ribosomal protein L15
BAGANPJC_00435	CDS	354			COG1841	50S ribosomal protein L30
BAGANPJC_00436	CDS	969	rps5		COG0098	30S ribosomal protein S5
BAGANPJC_00437	CDS	531			COG0256	50S ribosomal protein L18
BAGANPJC_00438	CDS	408			COG2147	50S ribosomal protein L19e
BAGANPJC_00439	CDS	489			COG1717	50S ribosomal protein L32e
BAGANPJC_00440	CDS	543	rpl6		COG0097	50S ribosomal protein L6
BAGANPJC_00441	CDS	381	rps8		COG0096	30S ribosomal protein S8
BAGANPJC_00442	CDS	231			COG0199	30S ribosomal protein S14 type Z
BAGANPJC_00443	CDS	552	rpl5		COG0094	50S ribosomal protein L5
BAGANPJC_00444	CDS	645	rps4e		COG1471	30S ribosomal protein S4E
BAGANPJC_00445	CDS	462			COG0198	50S ribosomal protein L24
BAGANPJC_00446	CDS	402			COG0093	50S ribosomal protein L14
BAGANPJC_00447	CDS	417			COG0186	30S ribosomal protein S17
BAGANPJC_00448	CDS	297			COG0023	Protein translation factor SUI1 
BAGANPJC_00449	CDS	177			COG0255	50S ribosomal protein L29
BAGANPJC_00450	CDS	651	rps3		COG0092	30S ribosomal protein S3
BAGANPJC_00451	CDS	666			COG0091	50S ribosomal protein L22
BAGANPJC_00452	CDS	387			COG0185	30S ribosomal protein S19
