locus_tag	ftype	length_bp	gene	EC_number	COG	product
MBEMIEPC_00064	CDS	2424	bbsF_1	2.8.3.15		Succinyl-CoA:(R)-benzylsuccinate CoA-transferase subunit BbsF
MBEMIEPC_00065	CDS	1503	menE	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
MBEMIEPC_00066	CDS	291				hypothetical protein
MBEMIEPC_00067	CDS	1272				hypothetical protein
MBEMIEPC_00068	CDS	714	lepB_1	3.4.21.89	COG0681	Signal peptidase I
MBEMIEPC_00069	CDS	639	garA		COG1716	Glycogen accumulation regulator GarA
MBEMIEPC_00070	CDS	1176	natB		COG1668	ABC transporter permease protein NatB
MBEMIEPC_00071	CDS	732	natA		COG4555	ABC transporter ATP-binding protein NatA
MBEMIEPC_00072	CDS	1068	caeA	3.1.1.-		Carboxylesterase A
MBEMIEPC_00073	CDS	360				hypothetical protein
MBEMIEPC_00074	CDS	471				hypothetical protein
MBEMIEPC_00075	CDS	246	ycgL		COG3100	Protein YcgL
MBEMIEPC_00076	CDS	1131	rnd	3.1.13.5	COG0349	Ribonuclease D
MBEMIEPC_00077	CDS	594	recR		COG0353	Recombination protein RecR
MBEMIEPC_00078	CDS	333	ybaB		COG0718	Nucleoid-associated protein YbaB
MBEMIEPC_00079	CDS	2088	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit tau
MBEMIEPC_00080	CDS	699	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase
MBEMIEPC_00081	CDS	489				hypothetical protein
MBEMIEPC_00082	CDS	258				hypothetical protein
MBEMIEPC_00083	CDS	651				hypothetical protein
MBEMIEPC_00084	CDS	1035				hypothetical protein
MBEMIEPC_00085	CDS	243	pspB			Phage shock protein B
MBEMIEPC_00086	CDS	687	pspA_1		COG1842	Phage shock protein A
MBEMIEPC_00087	CDS	1020	pspF		COG1221	Psp operon transcriptional activator
MBEMIEPC_00088	CDS	1206	pheC			Cyclohexadienyl dehydratase
MBEMIEPC_00089	CDS	948	ephA_1	3.3.2.10		Epoxide hydrolase A
MBEMIEPC_00090	CDS	1056	limB_1	1.14.13.107		Limonene 1,2-monooxygenase
MBEMIEPC_00091	CDS	810	iphP	3.1.3.48		Tyrosine-protein phosphatase
MBEMIEPC_00092	CDS	162				hypothetical protein
MBEMIEPC_00093	CDS	1338	yagG_1		COG2211	Putative glycoside/cation symporter YagG
MBEMIEPC_00094	CDS	837				hypothetical protein
MBEMIEPC_00095	CDS	1344				hypothetical protein
MBEMIEPC_00096	CDS	1029	yfmJ_1	1.-.-.-	COG2130	Putative NADP-dependent oxidoreductase YfmJ
MBEMIEPC_00097	CDS	2610	cirA_1		COG4771	Colicin I receptor
MBEMIEPC_00098	CDS	1716				hypothetical protein
MBEMIEPC_00099	CDS	816	tauD_1	1.14.11.17	COG2175	Alpha-ketoglutarate-dependent taurine dioxygenase
MBEMIEPC_00100	CDS	660	yfcG_1	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
MBEMIEPC_00101	CDS	597				hypothetical protein
MBEMIEPC_00102	CDS	252				hypothetical protein
MBEMIEPC_00103	CDS	174				hypothetical protein
MBEMIEPC_00104	CDS	306				putative HTH-type transcriptional regulator
MBEMIEPC_00105	CDS	1182				hypothetical protein
MBEMIEPC_00106	CDS	792			COG5285	putative protein
MBEMIEPC_00107	CDS	474				hypothetical protein
MBEMIEPC_00108	CDS	408				hypothetical protein
MBEMIEPC_00109	CDS	1242	linC_1	1.14.13.151		Linalool 8-monooxygenase
MBEMIEPC_00110	CDS	2241	qgdA	1.1.9.1		Quinohemoprotein alcohol dehydrogenase ADH-IIG
MBEMIEPC_00111	CDS	168				hypothetical protein
MBEMIEPC_00112	CDS	711	arcA		COG0745	Aerobic respiration control protein ArcA
MBEMIEPC_00113	CDS	819	rcsC	2.7.13.3		Sensor histidine kinase RcsC
MBEMIEPC_00114	CDS	204				hypothetical protein
MBEMIEPC_00115	CDS	825	ttcA	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
MBEMIEPC_00116	CDS	1080	icaB	3.5.1.-	COG0726	Poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase
MBEMIEPC_00117	CDS	2502				hypothetical protein
MBEMIEPC_00118	CDS	591	ytrE_1		COG1136	ABC transporter ATP-binding protein YtrE
MBEMIEPC_00119	CDS	714	tesA	3.1.1.1	COG2755	Esterase TesA
MBEMIEPC_00120	CDS	627				hypothetical protein
MBEMIEPC_00121	CDS	324	bolA		COG0271	DNA-binding transcriptional regulator BolA
MBEMIEPC_00122	CDS	621	cyaB	4.6.1.1	COG2114	Adenylate cyclase 2
MBEMIEPC_00123	CDS	1515	uvrA_1			UvrABC system protein A
MBEMIEPC_00124	CDS	2439	fyuA_1		COG1629	Pesticin receptor
MBEMIEPC_00125	CDS	387				hypothetical protein
MBEMIEPC_00126	CDS	1353	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
MBEMIEPC_00127	CDS	1155		1.-.-.-	COG0578	putative FAD-dependent oxidoreductase
MBEMIEPC_00128	CDS	756	iolS_1	1.1.1.-	COG0667	Aldo-keto reductase IolS
MBEMIEPC_00129	CDS	1410	hldE		COG2870	Bifunctional protein HldE
MBEMIEPC_00130	CDS	1122	bshA	2.4.1.-	COG0438	N-acetyl-alpha-D-glucosaminyl L-malate synthase
MBEMIEPC_00131	CDS	1734	tobZ	6.1.2.2		nebramycin 5' synthase
MBEMIEPC_00132	CDS	1425	kdkA_1	2.7.1.166		3-deoxy-D-manno-octulosonic acid kinase
MBEMIEPC_00133	CDS	729	kdkA_2	2.7.1.166		3-deoxy-D-manno-octulosonic acid kinase
MBEMIEPC_00134	CDS	834	rfaP	2.7.1.-		Lipopolysaccharide core heptose(I) kinase RfaP
MBEMIEPC_00135	CDS	2298	rfaG	2.4.-.-		Lipopolysaccharide core biosynthesis protein RfaG
MBEMIEPC_00136	CDS	1023	rfaC	2.-.-.-	COG0859	Lipopolysaccharide heptosyltransferase 1
MBEMIEPC_00137	CDS	315	rfaF	2.-.-.-	COG0859	ADP-heptose--LPS heptosyltransferase 2
MBEMIEPC_00138	CDS	1101	alr	5.1.1.1	COG0787	Alanine racemase, biosynthetic
MBEMIEPC_00139	CDS	1353	dnaB	3.6.4.12	COG0305	Replicative DNA helicase
MBEMIEPC_00140	CDS	450	rplI		COG0359	50S ribosomal protein L9
MBEMIEPC_00141	CDS	849				hypothetical protein
MBEMIEPC_00142	CDS	228	rpsR		COG0238	30S ribosomal protein S18
MBEMIEPC_00143	CDS	513	rpsF		COG0360	30S ribosomal protein S6
MBEMIEPC_00144	CDS	708	rlmB	2.1.1.185	COG0566	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
MBEMIEPC_00145	CDS	2370	rnr	3.1.13.1	COG0557	Ribonuclease R
MBEMIEPC_00146	tRNA	87				tRNA-Leu(cag)
MBEMIEPC_00147	CDS	447	fimA_1			Fimbrial protein
MBEMIEPC_00148	CDS	1257	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
MBEMIEPC_00149	CDS	945	hisZ		COG3705	ATP phosphoribosyltransferase regulatory subunit
MBEMIEPC_00150	CDS	288	mmgC_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
MBEMIEPC_00151	CDS	2490	apnhaP			Na(+)/H(+) antiporter ApNhaP
MBEMIEPC_00152	CDS	1611	otemo_1	1.14.13.160		2-oxo-Delta(3)-4,5,5-trimethylcyclopentenylacetyl-CoA monooxygenase
MBEMIEPC_00153	CDS	378				hypothetical protein
MBEMIEPC_00154	CDS	1083	selU	2.9.1.-	COG2603	tRNA 2-selenouridine synthase
MBEMIEPC_00155	CDS	1104	pccB_1	6.4.1.3	COG4799	Propionyl-CoA carboxylase beta chain
MBEMIEPC_00156	CDS	522				hypothetical protein
MBEMIEPC_00157	CDS	1212				hypothetical protein
MBEMIEPC_00158	CDS	1104	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
MBEMIEPC_00159	CDS	177				hypothetical protein
MBEMIEPC_00160	CDS	558				hypothetical protein
MBEMIEPC_00161	CDS	1146	nadD	2.7.7.18		nicotinate-nucleotide adenylyltransferase
MBEMIEPC_00162	CDS	420				hypothetical protein
MBEMIEPC_00163	CDS	1698	proS	6.1.1.15	COG0442	Proline--tRNA ligase
MBEMIEPC_00164	CDS	489	tlpA		COG0526	Thiol:disulfide interchange protein TlpA
MBEMIEPC_00165	CDS	1197				hypothetical protein
MBEMIEPC_00166	CDS	348	yfgD		COG1393	putative protein YfgD
MBEMIEPC_00167	CDS	366	ycnE_1	1.-.-.-	COG1359	Putative monooxygenase YcnE
MBEMIEPC_00168	CDS	1908	acsA_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
MBEMIEPC_00169	CDS	513				hypothetical protein
MBEMIEPC_00170	CDS	129				hypothetical protein
MBEMIEPC_00171	CDS	1143	uctC_1	2.8.3.19		Acetyl-CoA:oxalate CoA-transferase
MBEMIEPC_00172	CDS	492	uvrD	3.6.4.12	COG0210	DNA helicase II
MBEMIEPC_00173	CDS	1104			COG4663	Monocarboxylate 2-oxoacid-binding periplasmic protein
MBEMIEPC_00174	CDS	1311	linC_2	1.14.13.151		Linalool 8-monooxygenase
MBEMIEPC_00175	CDS	870			COG2141	putative protein
MBEMIEPC_00176	CDS	174				hypothetical protein
MBEMIEPC_00177	CDS	1356	dctM_1		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
MBEMIEPC_00178	CDS	468				hypothetical protein
MBEMIEPC_00179	CDS	156				hypothetical protein
MBEMIEPC_00180	CDS	900	ubiA	2.5.1.-	COG0382	4-hydroxybenzoate octaprenyltransferase
MBEMIEPC_00181	CDS	168	rubA2		COG1773	Rubredoxin-2
MBEMIEPC_00182	CDS	1275	gltP_1		COG1301	Proton/glutamate-aspartate symporter
MBEMIEPC_00183	CDS	2061	recG	3.6.4.12	COG1200	ATP-dependent DNA helicase RecG
MBEMIEPC_00184	CDS	381	yabJ_1	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
MBEMIEPC_00185	CDS	2121	spoT	3.1.7.2	COG0317	Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase
MBEMIEPC_00186	CDS	285	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
MBEMIEPC_00187	CDS	645	gmk	2.7.4.8	COG0194	Guanylate kinase
MBEMIEPC_00188	CDS	849				hypothetical protein
MBEMIEPC_00189	CDS	714	rph	2.7.7.56	COG0689	Ribonuclease PH
MBEMIEPC_00190	CDS	660	pyrE_1	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
MBEMIEPC_00191	CDS	621				hypothetical protein
MBEMIEPC_00192	CDS	612	slmA_1		COG1309	Nucleoid occlusion factor SlmA
MBEMIEPC_00193	CDS	162	argB	2.7.2.8	COG0548	Acetylglutamate kinase
MBEMIEPC_00194	CDS	813				Blue-light-activated protein
MBEMIEPC_00195	CDS	288				hypothetical protein
MBEMIEPC_00196	CDS	1185		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
MBEMIEPC_00197	CDS	951		1.-.-.-	COG1052	Putative 2-hydroxyacid dehydrogenase
MBEMIEPC_00198	CDS	504	ppiB	5.2.1.8	COG0652	putative peptidyl-prolyl cis-trans isomerase
MBEMIEPC_00199	CDS	1281	gltA_1	2.3.3.16	COG0372	Citrate synthase
MBEMIEPC_00200	CDS	387	sdhC		COG2009	Succinate dehydrogenase cytochrome b556 subunit
MBEMIEPC_00201	CDS	372	sdhD		COG2142	Succinate dehydrogenase hydrophobic membrane anchor subunit
MBEMIEPC_00202	CDS	342				hypothetical protein
MBEMIEPC_00203	CDS	999	lcdH	1.1.1.108		L-carnitine dehydrogenase
MBEMIEPC_00204	CDS	915	kce	2.3.1.247	COG3246	3-keto-5-aminohexanoate cleavage enzyme
MBEMIEPC_00205	CDS	672				hypothetical protein
MBEMIEPC_00206	CDS	786				hypothetical protein
MBEMIEPC_00207	CDS	447				hypothetical protein
MBEMIEPC_00208	CDS	1536	aam_1	3.5.1.13	COG0154	Acylamidase
MBEMIEPC_00209	CDS	1773	nfdA_2	3.5.1.91		N-substituted formamide deformylase
MBEMIEPC_00210	CDS	540	nfdA_3	3.5.1.91		N-substituted formamide deformylase
MBEMIEPC_00211	CDS	1386	argH	4.3.2.1	COG0165	Argininosuccinate lyase
MBEMIEPC_00212	CDS	309	cyaY		COG1965	Iron-sulfur cluster assembly protein CyaY
MBEMIEPC_00213	CDS	1254	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
MBEMIEPC_00214	CDS	819	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
MBEMIEPC_00215	CDS	672				hypothetical protein
MBEMIEPC_00216	CDS	924	xerC_1		COG4973	Tyrosine recombinase XerC
MBEMIEPC_00217	CDS	693	yigB	3.1.3.104	COG1011	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB
MBEMIEPC_00218	CDS	1386	thrC	4.2.3.1	COG0498	Threonine synthase
MBEMIEPC_00219	CDS	1935	hapE_1	1.14.13.84		4-hydroxyacetophenone monooxygenase
MBEMIEPC_00220	CDS	1071				hypothetical protein
MBEMIEPC_00221	CDS	1524	alkJ_2	1.1.99.-		Alcohol dehydrogenase [acceptor]
MBEMIEPC_00222	CDS	1251	yihN			Inner membrane protein YihN
MBEMIEPC_00223	CDS	156				hypothetical protein
MBEMIEPC_00224	CDS	585	tag_1	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
MBEMIEPC_00225	CDS	924	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
MBEMIEPC_00226	CDS	2052	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
MBEMIEPC_00227	CDS	531		3.1.3.82	COG0241	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
MBEMIEPC_00228	CDS	2415	gyrB	5.99.1.3	COG0187	DNA gyrase subunit B
MBEMIEPC_00229	CDS	1176	recF_1		COG1195	DNA replication and repair protein RecF
MBEMIEPC_00230	CDS	1101	dnaN_1		COG0592	Beta sliding clamp
MBEMIEPC_00231	CDS	1101	dnaN_2		COG0592	Beta sliding clamp
MBEMIEPC_00232	CDS	1323	dnaA		COG0593	Chromosomal replication initiator protein DnaA
MBEMIEPC_00233	CDS	141				hypothetical protein
MBEMIEPC_00234	CDS	1680	yidC			Membrane protein insertase YidC
MBEMIEPC_00235	CDS	1326	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
MBEMIEPC_00236	CDS	195				hypothetical protein
MBEMIEPC_00237	CDS	579				hypothetical protein
MBEMIEPC_00238	CDS	1257	linC_3	1.14.13.151		Linalool 8-monooxygenase
MBEMIEPC_00239	CDS	1032			COG2141	putative protein
MBEMIEPC_00240	CDS	678	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
MBEMIEPC_00241	CDS	645	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
MBEMIEPC_00242	CDS	786	cpoB		COG1729	Cell division coordinator CpoB
MBEMIEPC_00243	CDS	549	pal		COG2885	Peptidoglycan-associated lipoprotein
MBEMIEPC_00244	CDS	1329	tolB		COG0823	Protein TolB
MBEMIEPC_00245	CDS	780	tolA			Protein TolA
MBEMIEPC_00246	CDS	396	exbD		COG0848	Biopolymer transport protein ExbD
MBEMIEPC_00247	CDS	411				hypothetical protein
MBEMIEPC_00248	CDS	603	lexA	3.4.21.88	COG1974	LexA repressor
MBEMIEPC_00249	CDS	2691	topA	5.99.1.2	COG0550	DNA topoisomerase 1
MBEMIEPC_00250	CDS	537				hypothetical protein
MBEMIEPC_00251	CDS	435	uspA2		COG0589	Universal stress protein A 
MBEMIEPC_00252	CDS	192				hypothetical protein
MBEMIEPC_00253	CDS	1215	trpS_1	6.1.1.2	COG0180	Tryptophan--tRNA ligase
MBEMIEPC_00254	CDS	621	yciO		COG0009	putative protein YciO
MBEMIEPC_00255	CDS	567	yciB		COG2917	putative intracellular septation protein A
MBEMIEPC_00256	CDS	300	yciI		COG2350	Protein YciI
MBEMIEPC_00257	CDS	717				hypothetical protein
MBEMIEPC_00258	CDS	771	pdxJ	2.6.99.2	COG0854	Pyridoxine 5'-phosphate synthase
MBEMIEPC_00259	CDS	432	cspA		COG1278	Major cold shock protein CspA
MBEMIEPC_00260	CDS	435				hypothetical protein
MBEMIEPC_00261	CDS	345	yciH		COG0023	putative protein YciH
MBEMIEPC_00262	CDS	825	sseA	2.8.1.2	COG2897	3-mercaptopyruvate sulfurtransferase
MBEMIEPC_00263	CDS	1758	mnmC		COG0665	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
MBEMIEPC_00264	CDS	1179		1.1.1.81	COG0111	Hydroxypyruvate reductase
MBEMIEPC_00265	CDS	786	otnI	5.3.1.35	COG3622	2-oxo-tetronate isomerase
MBEMIEPC_00266	CDS	969				hypothetical protein
MBEMIEPC_00267	CDS	843	rdpA_1	1.14.11.44		(R)-phenoxypropionate/alpha-ketoglutarate-dioxygenase
MBEMIEPC_00268	CDS	801		4.1.2.58		2-dehydro-3,6-dideoxy-6-sulfogluconate aldolase
MBEMIEPC_00269	CDS	183				hypothetical protein
MBEMIEPC_00270	CDS	834				hypothetical protein
MBEMIEPC_00271	CDS	192				hypothetical protein
MBEMIEPC_00272	CDS	405				hypothetical protein
MBEMIEPC_00273	CDS	294				hypothetical protein
MBEMIEPC_00274	CDS	744	mltB	4.2.2.-	COG2951	Membrane-bound lytic murein transglycosylase B
MBEMIEPC_00275	CDS	453				hypothetical protein
MBEMIEPC_00276	CDS	1062	lptF		COG0795	Lipopolysaccharide export system permease protein LptF
MBEMIEPC_00277	CDS	1494	pepA	3.4.11.1	COG0260	Cytosol aminopeptidase
MBEMIEPC_00278	CDS	411	holC	2.7.7.7	COG2927	DNA polymerase III subunit chi
MBEMIEPC_00279	CDS	354				hypothetical protein
MBEMIEPC_00280	CDS	840	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
MBEMIEPC_00281	CDS	2766	valS	6.1.1.9	COG0525	Valine--tRNA ligase
MBEMIEPC_00282	CDS	975	ppsC	2.3.1.41		Phthiocerol/phenolphthiocerol synthesis polyketide synthase type I PpsC
MBEMIEPC_00283	CDS	228	slyX			Protein SlyX
MBEMIEPC_00284	CDS	780	hisF	4.1.3.-	COG0107	Imidazole glycerol phosphate synthase subunit HisF
MBEMIEPC_00285	CDS	621	hisH	2.4.2.-	COG0118	Imidazole glycerol phosphate synthase subunit HisH
MBEMIEPC_00286	CDS	1875				hypothetical protein
MBEMIEPC_00287	CDS	1407	ytrA_1		COG1725	HTH-type transcriptional repressor YtrA
MBEMIEPC_00288	CDS	1260	pilT_1		COG2805	Twitching mobility protein
MBEMIEPC_00289	CDS	849	cmpR			HTH-type transcriptional activator CmpR
MBEMIEPC_00290	CDS	732				hypothetical protein
MBEMIEPC_00291	CDS	4911	accC_1	6.3.4.14	COG0439	Biotin carboxylase
MBEMIEPC_00292	CDS	396	crcB		COG0239	Putative fluoride ion transporter CrcB
MBEMIEPC_00293	CDS	1284	serS	6.1.1.11	COG0172	Serine--tRNA ligase
MBEMIEPC_00294	CDS	1353	cysG		COG0007	Siroheme synthase
MBEMIEPC_00295	CDS	318	tusE	2.8.1.-	COG2920	Sulfurtransferase TusE
MBEMIEPC_00296	CDS	258	tusB		COG2168	Protein TusB
MBEMIEPC_00297	CDS	354	tusC		COG2923	Protein TusC
MBEMIEPC_00298	CDS	393	dsrE	2.8.1.-	COG1553	Putative sulfurtransferase DsrE
MBEMIEPC_00299	CDS	597	yccA		COG0670	Modulator of FtsH protease YccA
MBEMIEPC_00300	CDS	1560	antA_1	1.14.12.1	COG4638	Anthranilate 1,2-dioxygenase large subunit
MBEMIEPC_00301	CDS	879		1.-.-.-		putative oxidoreductase
MBEMIEPC_00302	CDS	759	kduD_1	1.1.1.127		2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase
MBEMIEPC_00303	CDS	777		1.-.-.-		putative oxidoreductase
MBEMIEPC_00304	CDS	429				hypothetical protein
MBEMIEPC_00305	CDS	1323		1.14.13.221		Steroid C26-monooxygenase
MBEMIEPC_00306	CDS	1170		1.14.-.-	COG2124	Cytochrome P450 107B1
MBEMIEPC_00307	CDS	768	bacC_1	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
MBEMIEPC_00308	CDS	135				hypothetical protein
MBEMIEPC_00309	CDS	201				hypothetical protein
MBEMIEPC_00310	CDS	429	clpX_1		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
MBEMIEPC_00311	CDS	2421	lon_1	3.4.21.53	COG0466	Lon protease
MBEMIEPC_00312	CDS	273	hupB		COG0776	DNA-binding protein HU-beta
MBEMIEPC_00313	CDS	1950	ppiD	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase D
MBEMIEPC_00314	CDS	1104	mltD	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase D
MBEMIEPC_00315	CDS	474				hypothetical protein
MBEMIEPC_00316	CDS	633	coq7	1.14.13.-	COG2941	2-nonaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase
MBEMIEPC_00317	CDS	405				hypothetical protein
MBEMIEPC_00318	CDS	417	yhfA		COG1765	Protein YhfA
MBEMIEPC_00319	CDS	597	vfr		COG0664	Cyclic AMP receptor-like protein
MBEMIEPC_00320	CDS	795	trpC	4.1.1.48		Indole-3-glycerol phosphate synthase
MBEMIEPC_00321	CDS	1026	trpD	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
MBEMIEPC_00322	CDS	594	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
MBEMIEPC_00323	CDS	1569	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
MBEMIEPC_00324	CDS	666	rpe	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
MBEMIEPC_00325	CDS	672	murU	2.7.7.-	COG1208	N-acetylmuramate alpha-1-phosphate uridylyltransferase
MBEMIEPC_00326	CDS	1029	amgK	2.7.1.-	COG3178	N-acetylmuramate/N-acetylglucosamine kinase
MBEMIEPC_00327	CDS	690	abo_1	1.5.3.19		4-methylaminobutanoate oxidase (formaldehyde-forming)
MBEMIEPC_00328	CDS	1125	ydbM	1.3.99.-		Putative acyl-CoA dehydrogenase YdbM
MBEMIEPC_00329	CDS	1476				hypothetical protein
MBEMIEPC_00330	CDS	969	dhmA1	3.8.1.5		Haloalkane dehalogenase 1
MBEMIEPC_00331	CDS	339				hypothetical protein
MBEMIEPC_00332	CDS	516				hypothetical protein
