locus_tag	ftype	length_bp	gene	EC_number	COG	product
AALJDOEL_00027	CDS	975	dnaX_1	2.7.7.7	COG2812	DNA polymerase III subunit tau
AALJDOEL_00028	CDS	921	parB		COG1475	putative chromosome-partitioning protein ParB
AALJDOEL_00029	CDS	837	soj	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
AALJDOEL_00030	CDS	981	sipT	3.4.21.89	COG0681	Signal peptidase I T
AALJDOEL_00031	CDS	1122	desV	2.6.1.106		dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose transaminase
AALJDOEL_00032	CDS	633	mgtC			Protein MgtC
AALJDOEL_00033	CDS	1047				hypothetical protein
AALJDOEL_00034	CDS	960				hypothetical protein
AALJDOEL_00035	CDS	135				hypothetical protein
AALJDOEL_00036	CDS	615				hypothetical protein
AALJDOEL_00037	CDS	600				hypothetical protein
AALJDOEL_00038	CDS	669	dipZ		COG0785	Protein DipZ
AALJDOEL_00039	CDS	597	kdsC	3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
AALJDOEL_00040	CDS	921	fcf1	1.1.1.266		dTDP-4-dehydro-6-deoxyglucose reductase
AALJDOEL_00041	CDS	237				hypothetical protein
AALJDOEL_00042	CDS	1290	serS	6.1.1.11	COG0172	Serine--tRNA ligase
AALJDOEL_00043	CDS	795				hypothetical protein
AALJDOEL_00044	CDS	828	dtd3	3.1.1.96		D-aminoacyl-tRNA deacylase
AALJDOEL_00045	CDS	1095	hrcA		COG1420	Heat-inducible transcription repressor HrcA
AALJDOEL_00046	CDS	489	grpE		COG0576	Protein GrpE
AALJDOEL_00047	CDS	1887	dnaK		COG0443	Chaperone protein DnaK
AALJDOEL_00048	CDS	117				hypothetical protein
AALJDOEL_00049	CDS	657	clpP_1	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
AALJDOEL_00050	CDS	1137	dnaJ		COG0484	Chaperone protein DnaJ
AALJDOEL_00051	CDS	315				hypothetical protein
AALJDOEL_00052	CDS	498				hypothetical protein
AALJDOEL_00053	CDS	1227	mtaB	2.8.4.5	COG0621	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
AALJDOEL_00054	CDS	1359	glmU		COG1207	Bifunctional protein GlmU
AALJDOEL_00055	CDS	972	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
AALJDOEL_00056	CDS	726	rplY			50S ribosomal protein L25
AALJDOEL_00057	CDS	582	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
AALJDOEL_00058	CDS	576				hypothetical protein
AALJDOEL_00059	CDS	936	arlR		COG0745	Response regulator ArlR
AALJDOEL_00060	CDS	234				hypothetical protein
AALJDOEL_00061	CDS	1095	nhaP2		COG3263	K(+)/H(+) antiporter NhaP2
AALJDOEL_00062	CDS	687	rl5	1.10.3.-		Polyphenol oxidase
AALJDOEL_00063	CDS	804	murI	5.1.1.3		Glutamate racemase
AALJDOEL_00064	CDS	1455	pknB	2.7.11.1	COG0515	Serine/threonine-protein kinase PknB
AALJDOEL_00065	CDS	915				hypothetical protein
AALJDOEL_00066	CDS	1332	alsT		COG1115	Amino-acid carrier protein AlsT
AALJDOEL_00067	CDS	1383				hypothetical protein
AALJDOEL_00068	CDS	1026	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
AALJDOEL_00069	CDS	1377	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
AALJDOEL_00070	CDS	1557	pgm_1	5.4.2.2	COG0033	Phosphoglucomutase
AALJDOEL_00071	CDS	744				hypothetical protein
AALJDOEL_00072	CDS	906	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
AALJDOEL_00073	CDS	411	hypA			hydrogenase nickel incorporation protein HypA
AALJDOEL_00074	CDS	726	salA		COG0489	Iron-sulfur cluster carrier protein
AALJDOEL_00075	tRNA	74				tRNA-Asp(gtc)
AALJDOEL_00076	CDS	411				hypothetical protein
AALJDOEL_00077	CDS	873	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
AALJDOEL_00078	CDS	765		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
AALJDOEL_00079	CDS	3477	smc		COG1196	Chromosome partition protein Smc
AALJDOEL_00080	CDS	741	apaH	3.6.1.41		Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
AALJDOEL_00081	CDS	882				hypothetical protein
AALJDOEL_00082	tRNA	74				tRNA-Ala(ggc)
AALJDOEL_00083	CDS	2037	ywiE	2.7.8.-	COG1502	putative cardiolipin synthase YwiE
AALJDOEL_00084	CDS	597				hypothetical protein
AALJDOEL_00085	CDS	1863	mutL		COG0323	DNA mismatch repair protein MutL
AALJDOEL_00086	CDS	510				hypothetical protein
AALJDOEL_00087	CDS	2568	mutS		COG0249	DNA mismatch repair protein MutS
AALJDOEL_00088	CDS	963	dus	1.3.1.-	COG0042	putative tRNA-dihydrouridine synthase
AALJDOEL_00089	CDS	1389				hypothetical protein
AALJDOEL_00090	CDS	1500	mggB	3.1.3.-	COG0737	Mannosylglucosyl-3-phosphoglycerate phosphatase
AALJDOEL_00091	CDS	1038	dapL_1	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
AALJDOEL_00092	CDS	1464	comEC		COG0658	ComE operon protein 3
AALJDOEL_00093	CDS	966				hypothetical protein
AALJDOEL_00094	CDS	672				hypothetical protein
AALJDOEL_00095	CDS	1062	recA		COG0468	Protein RecA
AALJDOEL_00096	CDS	450				hypothetical protein
AALJDOEL_00097	CDS	537				hypothetical protein
AALJDOEL_00098	CDS	699				hypothetical protein
AALJDOEL_00099	CDS	543				hypothetical protein
AALJDOEL_00100	CDS	696	ubiG	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase
AALJDOEL_00101	CDS	486	coaD	2.7.7.3		Phosphopantetheine adenylyltransferase
AALJDOEL_00102	tRNA	74				tRNA-Cys(gca)
AALJDOEL_00103	tRNA	71				tRNA-Gly(tcc)
AALJDOEL_00104	tRNA	73				tRNA-Thr(ggt)
AALJDOEL_00105	CDS	1188	tufA		COG0050	Elongation factor Tu
AALJDOEL_00106	CDS	345	rpsJ		COG0051	30S ribosomal protein S10
AALJDOEL_00107	CDS	867	rplC		COG0087	50S ribosomal protein L3
AALJDOEL_00108	CDS	690	rplD			50S ribosomal protein L4
AALJDOEL_00109	CDS	300	rplW		COG0089	50S ribosomal protein L23
AALJDOEL_00110	CDS	834	rplB		COG0090	50S ribosomal protein L2
AALJDOEL_00111	CDS	285	rpsS			30S ribosomal protein S19
AALJDOEL_00112	CDS	465	rplV		COG0091	50S ribosomal protein L22
AALJDOEL_00113	CDS	942	rpsC		COG0092	30S ribosomal protein S3
AALJDOEL_00114	CDS	411	rplP		COG0197	50S ribosomal protein L16
AALJDOEL_00115	CDS	207	rpmC			50S ribosomal protein L29
AALJDOEL_00116	CDS	273	rpsQ			30S ribosomal protein S17
AALJDOEL_00117	CDS	369	rplN		COG0093	50S ribosomal protein L14
AALJDOEL_00118	CDS	306	rplX		COG0198	50S ribosomal protein L24
AALJDOEL_00119	CDS	591	rplE		COG0094	50S ribosomal protein L5
AALJDOEL_00120	CDS	186	rpsZ		COG0199	30S ribosomal protein S14 type Z
AALJDOEL_00121	CDS	393	rpsH		COG0096	30S ribosomal protein S8
AALJDOEL_00122	CDS	549	rplF			50S ribosomal protein L6
AALJDOEL_00123	CDS	366	rplR		COG0256	50S ribosomal protein L18
AALJDOEL_00124	CDS	561	rpsE			30S ribosomal protein S5
AALJDOEL_00125	CDS	492	rplO			50S ribosomal protein L15
AALJDOEL_00126	CDS	1335	secY		COG0201	Protein translocase subunit SecY
AALJDOEL_00127	CDS	636	adk	2.7.4.3		Adenylate kinase
AALJDOEL_00128	CDS	750	map	3.4.11.18	COG0024	Methionine aminopeptidase 1
AALJDOEL_00129	CDS	216	infA		COG0361	Translation initiation factor IF-1
AALJDOEL_00130	CDS	384	rpsM		COG0099	30S ribosomal protein S13
AALJDOEL_00131	CDS	405	rpsK		COG0100	30S ribosomal protein S11
AALJDOEL_00132	CDS	642	rpsD		COG0522	30S ribosomal protein S4
AALJDOEL_00133	CDS	984	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
AALJDOEL_00134	CDS	345	rplQ		COG0203	50S ribosomal protein L17
AALJDOEL_00135	CDS	1041	mreB		COG1077	Rod shape-determining protein MreB
AALJDOEL_00136	CDS	816	mreC		COG1792	Cell shape-determining protein MreC
AALJDOEL_00137	CDS	471				hypothetical protein
AALJDOEL_00138	CDS	1764	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
AALJDOEL_00139	CDS	1338	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
AALJDOEL_00140	CDS	645				hypothetical protein
AALJDOEL_00141	CDS	1452	rng	3.1.26.-	COG1530	Ribonuclease G
AALJDOEL_00142	CDS	1761	amiA	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiA
AALJDOEL_00143	CDS	717	lipM	2.3.1.181	COG0095	Octanoyltransferase LipM
AALJDOEL_00144	CDS	684				hypothetical protein
AALJDOEL_00145	CDS	2259				hypothetical protein
AALJDOEL_00146	CDS	579	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
AALJDOEL_00147	CDS	1698	ade	3.5.4.2	COG1001	Adenine deaminase
AALJDOEL_00148	CDS	1131	gcdB	4.1.1.70	COG1883	Glutaconyl-CoA decarboxylase subunit beta
AALJDOEL_00149	CDS	1809	cfiA	6.4.1.7	COG0511	2-oxoglutarate carboxylase large subunit
AALJDOEL_00150	CDS	222	oadG	4.1.1.3		oxaloacetate decarboxylase gamma chain
AALJDOEL_00151	CDS	708	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
AALJDOEL_00152	CDS	171				hypothetical protein
AALJDOEL_00153	CDS	1149	bdhA	1.1.1.-	COG1979	NADH-dependent butanol dehydrogenase A
AALJDOEL_00154	CDS	630				hypothetical protein
AALJDOEL_00155	CDS	426				hypothetical protein
AALJDOEL_00156	CDS	762	yfcA		COG0730	putative membrane transporter protein YfcA
AALJDOEL_00157	CDS	393				hypothetical protein
AALJDOEL_00158	CDS	474	greA		COG0782	Transcription elongation factor GreA
AALJDOEL_00159	CDS	594	inlA_1		COG4886	Internalin-A
AALJDOEL_00160	CDS	795				hypothetical protein
AALJDOEL_00161	CDS	1074	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
AALJDOEL_00162	CDS	375	gcvH		COG0509	Glycine cleavage system H protein
AALJDOEL_00163	CDS	1326	gcvPA	1.4.4.2	COG0403	putative glycine dehydrogenase (decarboxylating) subunit 1
AALJDOEL_00164	CDS	1458	gcvPB	1.4.4.2		putative glycine dehydrogenase (decarboxylating) subunit 2
AALJDOEL_00165	tRNA	74				tRNA-Arg(cct)
AALJDOEL_00166	CDS	549	pulG			Type II secretion system protein G
AALJDOEL_00167	CDS	522	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
AALJDOEL_00168	CDS	573	tdk	2.7.1.21	COG1435	Thymidine kinase
AALJDOEL_00169	CDS	2169				hypothetical protein
AALJDOEL_00170	CDS	951	glcK	2.7.1.2	COG1940	Glucokinase
AALJDOEL_00171	CDS	876	xerD_1			Tyrosine recombinase XerD
AALJDOEL_00172	CDS	2244	topA	5.99.1.2		DNA topoisomerase 1
AALJDOEL_00173	CDS	1146	dprA		COG0758	DNA processing protein DprA
AALJDOEL_00174	CDS	1557	comM		COG0606	Competence protein ComM
AALJDOEL_00175	CDS	1104				hypothetical protein
AALJDOEL_00176	CDS	2817	dnaA_1		COG0593	Chromosomal replication initiator protein DnaA
AALJDOEL_00177	CDS	654	deoC	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
AALJDOEL_00178	CDS	756	tpiA	5.3.1.1		Triosephosphate isomerase
AALJDOEL_00179	CDS	633	nth	4.2.99.18	COG0177	Endonuclease III
AALJDOEL_00180	CDS	807	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
AALJDOEL_00181	CDS	807	znuC	3.6.3.-	COG1121	High-affinity zinc uptake system ATP-binding protein ZnuC
AALJDOEL_00182	CDS	900	znuA		COG0803	High-affinity zinc uptake system binding-protein ZnuA
AALJDOEL_00183	CDS	1428	ankX_1	2.7.1.-	COG0666	Phosphocholine transferase AnkX
AALJDOEL_00184	CDS	1188		2.3.1.29	COG0156	8-amino-7-oxononanoate synthase/2-amino-3-ketobutyrate coenzyme A ligase
AALJDOEL_00185	CDS	1038	tdh	1.1.1.103	COG1063	L-threonine 3-dehydrogenase
AALJDOEL_00186	CDS	891				hypothetical protein
AALJDOEL_00187	CDS	549	xcpT_1		COG2165	Type II secretion system protein G
AALJDOEL_00188	CDS	384				hypothetical protein
AALJDOEL_00189	CDS	831				hypothetical protein
AALJDOEL_00190	CDS	270				hypothetical protein
AALJDOEL_00191	CDS	1278	cpg2_1	3.4.17.11		Carboxypeptidase G2
AALJDOEL_00192	CDS	423				hypothetical protein
AALJDOEL_00193	CDS	798	outO			Type 4 prepilin-like proteins leader peptide-processing enzyme
AALJDOEL_00194	tRNA	89				tRNA-Ser(gga)
AALJDOEL_00195	CDS	930				hypothetical protein
AALJDOEL_00196	CDS	276				hypothetical protein
AALJDOEL_00197	CDS	2658	valS	6.1.1.9	COG0525	Valine--tRNA ligase
AALJDOEL_00198	CDS	597		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
AALJDOEL_00199	CDS	855	rluD	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
AALJDOEL_00200	CDS	402	nusB		COG0781	Transcription antitermination protein NusB
AALJDOEL_00201	CDS	540	infC			Translation initiation factor IF-3
AALJDOEL_00202	CDS	204	rpmI		COG0291	50S ribosomal protein L35
AALJDOEL_00203	CDS	354	rplT		COG0292	50S ribosomal protein L20
AALJDOEL_00204	CDS	708				hypothetical protein
AALJDOEL_00205	CDS	1050	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
AALJDOEL_00206	CDS	2376	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
AALJDOEL_00207	CDS	255				hypothetical protein
AALJDOEL_00208	CDS	291				hypothetical protein
AALJDOEL_00209	CDS	534				hypothetical protein
AALJDOEL_00210	tRNA	71				tRNA-Gly(gcc)
AALJDOEL_00211	CDS	759				hypothetical protein
AALJDOEL_00212	CDS	396	ybgC	3.1.2.-	COG0824	Acyl-CoA thioester hydrolase YbgC
AALJDOEL_00213	CDS	801	hpnD	2.5.1.103	COG1562	Presqualene diphosphate synthase
AALJDOEL_00214	CDS	870	queG	1.17.99.6	COG1600	Epoxyqueuosine reductase
AALJDOEL_00215	CDS	369	spo0F	2.7.-.-	COG0784	Sporulation initiation phosphotransferase F
AALJDOEL_00216	CDS	735	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
AALJDOEL_00217	CDS	714	nnr_1		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
AALJDOEL_00218	CDS	576				hypothetical protein
AALJDOEL_00219	CDS	1002	sppA	3.4.21.-	COG0616	Putative signal peptide peptidase SppA
AALJDOEL_00220	CDS	888	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
AALJDOEL_00221	CDS	1164	dapL_2	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
AALJDOEL_00222	CDS	732	lysC	2.7.2.4		Aspartokinase
AALJDOEL_00223	CDS	882	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
AALJDOEL_00224	CDS	681	dapB	1.17.1.8		4-hydroxy-tetrahydrodipicolinate reductase
AALJDOEL_00225	CDS	771	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
AALJDOEL_00226	CDS	1413	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
AALJDOEL_00227	CDS	1248	murD	6.3.2.9		UDP-N-acetylmuramoylalanine--D-glutamate ligase
AALJDOEL_00228	CDS	1446	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
AALJDOEL_00229	CDS	777				hypothetical protein
AALJDOEL_00230	CDS	1482				hypothetical protein
AALJDOEL_00231	CDS	630				hypothetical protein
AALJDOEL_00232	CDS	210				hypothetical protein
AALJDOEL_00233	CDS	750	atpB		COG0356	ATP synthase subunit a
AALJDOEL_00234	CDS	219	atpE			ATP synthase subunit c
AALJDOEL_00235	CDS	495	atpF			ATP synthase subunit b
AALJDOEL_00236	CDS	534	atpH			ATP synthase subunit delta
AALJDOEL_00237	CDS	1539	atpA	3.6.3.14	COG0056	ATP synthase subunit alpha
AALJDOEL_00238	CDS	927	hldD	5.1.3.20	COG0451	ADP-L-glycero-D-manno-heptose-6-epimerase
AALJDOEL_00239	CDS	1116				hypothetical protein
AALJDOEL_00240	CDS	912	atpG		COG0224	ATP synthase gamma chain
AALJDOEL_00241	CDS	1431	atpD	3.6.3.14	COG0055	ATP synthase subunit beta
AALJDOEL_00242	CDS	417	atpC		COG0355	ATP synthase epsilon chain
AALJDOEL_00243	CDS	552	nudF	3.6.1.13	COG0494	ADP-ribose pyrophosphatase
AALJDOEL_00244	CDS	3498	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
AALJDOEL_00245	CDS	222				hypothetical protein
AALJDOEL_00246	CDS	540	pilE_2			Fimbrial protein
AALJDOEL_00247	CDS	873	folD			Bifunctional protein FolD protein
AALJDOEL_00248	CDS	354				hypothetical protein
AALJDOEL_00249	CDS	669	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase
AALJDOEL_00250	CDS	810		3.1.3.97	COG0613	3',5'-nucleoside bisphosphate phosphatase
AALJDOEL_00251	CDS	228	nfuA			Fe/S biogenesis protein NfuA
AALJDOEL_00252	CDS	474				hypothetical protein
AALJDOEL_00253	CDS	465				hypothetical protein
AALJDOEL_00254	CDS	474				hypothetical protein
AALJDOEL_00255	CDS	876				hypothetical protein
AALJDOEL_00256	CDS	897	xerD_2			Tyrosine recombinase XerD
AALJDOEL_00257	CDS	879			COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit 
AALJDOEL_00258	CDS	1404	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
AALJDOEL_00259	CDS	720				hypothetical protein
AALJDOEL_00260	CDS	1038				hypothetical protein
AALJDOEL_00261	CDS	447	ndk	2.7.4.6		Nucleoside diphosphate kinase
AALJDOEL_00262	CDS	1122				hypothetical protein
AALJDOEL_00263	CDS	1086	iolX	1.1.1.370	COG0673	scyllo-inositol 2-dehydrogenase (NAD(+))
AALJDOEL_00264	CDS	1152	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
AALJDOEL_00265	CDS	1791			COG1132	putative ABC transporter ATP-binding protein
AALJDOEL_00266	CDS	1434	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
AALJDOEL_00267	CDS	333				hypothetical protein
AALJDOEL_00268	CDS	1497	dtpT_1		COG3104	Di-/tripeptide transporter
AALJDOEL_00269	CDS	1488	dtpT_2		COG3104	Di-/tripeptide transporter
AALJDOEL_00270	CDS	1449	obg	3.6.5.-	COG0536	GTPase Obg
AALJDOEL_00271	CDS	264	rpmA		COG0211	50S ribosomal protein L27
AALJDOEL_00272	CDS	621	plsY	2.3.1.-	COG0344	Glycerol-3-phosphate acyltransferase
AALJDOEL_00273	CDS	918				hypothetical protein
AALJDOEL_00274	CDS	948				hypothetical protein
AALJDOEL_00275	CDS	927	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
AALJDOEL_00276	CDS	468				hypothetical protein
AALJDOEL_00277	CDS	1101	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
AALJDOEL_00278	CDS	1644	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
AALJDOEL_00279	CDS	453	rpiB	5.3.1.6	COG0698	Ribose-5-phosphate isomerase B
AALJDOEL_00280	CDS	561	gmhA1	5.3.1.28	COG0279	Phosphoheptose isomerase 1
AALJDOEL_00281	CDS	735				hypothetical protein
AALJDOEL_00282	CDS	1806				hypothetical protein
AALJDOEL_00283	CDS	1674				hypothetical protein
AALJDOEL_00284	CDS	1068				hypothetical protein
AALJDOEL_00285	CDS	969				hypothetical protein
AALJDOEL_00286	CDS	888			COG1721	putative protein
AALJDOEL_00287	CDS	984				hypothetical protein
AALJDOEL_00288	CDS	615				hypothetical protein
AALJDOEL_00289	CDS	417	nsrR		COG1959	HTH-type transcriptional repressor NsrR
AALJDOEL_00290	CDS	1644	hcp	1.7.99.1	COG1151	Hydroxylamine reductase
AALJDOEL_00291	CDS	432	arsC	1.20.4.4	COG0394	Arsenate reductase
AALJDOEL_00292	CDS	540	rnhB	3.1.26.4	COG0164	Ribonuclease HII
AALJDOEL_00293	CDS	351				hypothetical protein
AALJDOEL_00294	CDS	816	punA	2.4.2.1		Purine nucleoside phosphorylase 1
AALJDOEL_00295	CDS	372			COG2852	putative protein
AALJDOEL_00296	CDS	3315	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
AALJDOEL_00297	CDS	354			COG2852	putative protein
AALJDOEL_00298	CDS	1158	carA	6.3.5.5		Carbamoyl-phosphate synthase arginine-specific small chain
AALJDOEL_00299	CDS	594				hypothetical protein
AALJDOEL_00300	CDS	582				hypothetical protein
AALJDOEL_00301	CDS	621				hypothetical protein
AALJDOEL_00302	CDS	1044	tagO	2.7.8.33	COG0472	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
AALJDOEL_00303	CDS	1266	glf	5.4.99.9	COG0562	UDP-galactopyranose mutase
AALJDOEL_00304	CDS	1470	htrA			Putative serine protease HtrA
AALJDOEL_00305	CDS	900	kamA	5.4.3.2		L-lysine 2,3-aminomutase
AALJDOEL_00306	CDS	1386	norM		COG0534	Multidrug resistance protein NorM
AALJDOEL_00307	CDS	864				hypothetical protein
AALJDOEL_00308	CDS	579				hypothetical protein
AALJDOEL_00309	CDS	1527	abgT		COG2978	p-aminobenzoyl-glutamate transport protein
AALJDOEL_00310	CDS	1695	hutU	4.2.1.49	COG2987	Urocanate hydratase
AALJDOEL_00311	CDS	1674		2.1.2.5	COG3643	Glutamate formimidoyltransferase
AALJDOEL_00312	CDS	189				hypothetical protein
AALJDOEL_00313	CDS	354			COG2852	putative protein
AALJDOEL_00314	CDS	1230	hutI	3.5.2.7	COG1228	Imidazolonepropionase
AALJDOEL_00315	CDS	351				hypothetical protein
AALJDOEL_00316	CDS	795	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
AALJDOEL_00317	CDS	1767	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
AALJDOEL_00318	CDS	1593				hypothetical protein
AALJDOEL_00319	CDS	1515			COG1253	putative protein
AALJDOEL_00320	tRNA	82				tRNA-Leu(gag)
AALJDOEL_00321	CDS	471				hypothetical protein
AALJDOEL_00322	CDS	567	fchA	3.5.4.9	COG3404	Methenyltetrahydrofolate cyclohydrolase
AALJDOEL_00323	CDS	2382				hypothetical protein
AALJDOEL_00324	CDS	1242	pepT	3.4.11.4	COG2195	Peptidase T
AALJDOEL_00325	CDS	462				hypothetical protein
AALJDOEL_00326	CDS	1218				hypothetical protein
AALJDOEL_00327	CDS	549				hypothetical protein
AALJDOEL_00328	CDS	327				hypothetical protein
AALJDOEL_00329	CDS	363				hypothetical protein
AALJDOEL_00330	CDS	399				hypothetical protein
AALJDOEL_00331	CDS	519				hypothetical protein
AALJDOEL_00332	CDS	390				hypothetical protein
AALJDOEL_00333	CDS	675				hypothetical protein
AALJDOEL_00334	CDS	759				hypothetical protein
AALJDOEL_00335	CDS	2418				hypothetical protein
AALJDOEL_00336	CDS	252				hypothetical protein
AALJDOEL_00337	CDS	534				hypothetical protein
AALJDOEL_00338	CDS	270				hypothetical protein
AALJDOEL_00339	CDS	1962	feoB		COG0370	Fe(2+) transporter FeoB
AALJDOEL_00340	CDS	171				Ferredoxin
AALJDOEL_00341	CDS	984	ankX_2	2.7.1.-	COG0666	Phosphocholine transferase AnkX
AALJDOEL_00342	CDS	1419	glpK	2.7.1.30	COG0554	Glycerol kinase
AALJDOEL_00343	CDS	1200				hypothetical protein
AALJDOEL_00344	tRNA	74				tRNA-Arg(tct)
AALJDOEL_00345	CDS	495	ribD_1		COG0117	Riboflavin biosynthesis protein RibD
AALJDOEL_00346	CDS	804	bamD			Outer membrane protein assembly factor BamD
AALJDOEL_00347	CDS	504	ansB	3.5.1.38		Glutaminase-asparaginase
AALJDOEL_00348	CDS	1443	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
AALJDOEL_00349	CDS	897				hypothetical protein
AALJDOEL_00350	CDS	1077	pilT_1		COG2805	Twitching mobility protein
AALJDOEL_00351	CDS	1047				hypothetical protein
AALJDOEL_00352	CDS	1326	ddl_1	6.3.2.4		D-alanine--D-alanine ligase
AALJDOEL_00353	CDS	1347	ackA	2.7.2.1	COG0282	Acetate kinase
AALJDOEL_00354	CDS	1899				hypothetical protein
AALJDOEL_00355	CDS	1755				hypothetical protein
AALJDOEL_00356	tRNA	85				tRNA-Leu(tag)
AALJDOEL_00357	CDS	1317	tig	5.2.1.8		Trigger factor
AALJDOEL_00358	CDS	555				hypothetical protein
AALJDOEL_00359	CDS	555	pilE_3			Fimbrial protein
AALJDOEL_00360	CDS	99				hypothetical protein
AALJDOEL_00361	CDS	1293	fsr			Fosmidomycin resistance protein
